// Data mode  : Full
// Data quality  : High
// Acceleration sensor's range  : 2g
// Gyroscope sensor's range  : 2000dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,63,2017-08-16 15:45:24.99,-452,-2529,-17763,14,14,-170,786,-814,1600,14
,64,2017-08-16 15:45:25.00,-464,-2504,-17610,-8,6,-191,772,-813,1585,20
,65,2017-08-16 15:45:25.01,-570,-2377,-17229,-12,-51,-202,763,-812,1575,24
,66,2017-08-16 15:45:25.02,-571,-2203,-17037,-14,-75,-211,770,-818,1588,24
,67,2017-08-16 15:45:25.03,-585,-2130,-16907,-36,-62,-222,777,-818,1595,20
,68,2017-08-16 15:45:25.04,-574,-2207,-16709,-47,-56,-227,784,-817,1601,16
,69,2017-08-16 15:45:25.05,-541,-2278,-16798,-50,-38,-227,788,-820,1608,16
,70,2017-08-16 15:45:25.06,-678,-2295,-16660,-34,-24,-224,792,-822,1614,15
,71,2017-08-16 15:45:25.07,-737,-2249,-17087,-21,-25,-215,784,-819,1603,17
,72,2017-08-16 15:45:25.08,-834,-2149,-17031,-25,-25,-200,772,-804,1576,16
,73,2017-08-16 15:45:25.09,-851,-1986,-17146,-37,-29,-193,731,-770,1501,19
,74,2017-08-16 15:45:25.10,-762,-2068,-16860,-49,-19,-181,716,-736,1452,10
,75,2017-08-16 15:45:25.11,-828,-2282,-16950,-45,-2,-167,760,-745,1505,-7
,76,2017-08-16 15:45:25.12,-792,-2137,-16977,-38,12,-156,793,-768,1561,-12
,77,2017-08-16 15:45:25.13,-851,-2226,-16914,-23,22,-146,804,-815,1619,5
,78,2017-08-16 15:45:25.14,-791,-2081,-17046,-9,9,-135,806,-842,1648,18
,79,2017-08-16 15:45:25.15,-727,-2012,-17000,-6,27,-133,800,-846,1646,23
,80,2017-08-16 15:45:25.16,-667,-2015,-17047,-3,22,-134,808,-837,1645,14
,81,2017-08-16 15:45:25.17,-795,-1959,-16902,7,33,-138,792,-811,1603,9
,82,2017-08-16 15:45:25.18,-728,-1938,-16727,14,33,-142,783,-780,1563,-1
,83,2017-08-16 15:45:25.19,-692,-1923,-16694,21,49,-152,793,-790,1583,-1
,84,2017-08-16 15:45:25.20,-695,-2025,-16726,31,51,-162,802,-805,1607,1
,85,2017-08-16 15:45:25.21,-607,-2189,-16937,42,46,-170,804,-824,1628,10
,86,2017-08-16 15:45:25.22,-557,-2187,-16882,48,54,-181,800,-837,1637,18
,87,2017-08-16 15:45:25.23,-502,-2366,-16867,62,52,-185,782,-846,1628,32
,88,2017-08-16 15:45:25.24,-549,-2345,-16997,68,59,-189,780,-850,1630,35
,89,2017-08-16 15:45:25.25,-469,-2441,-16951,63,72,-193,777,-842,1619,32
,90,2017-08-16 15:45:25.26,-474,-2457,-16817,59,64,-189,793,-834,1627,20
,91,2017-08-16 15:45:25.27,-392,-2433,-16690,58,55,-190,803,-828,1631,12
,92,2017-08-16 15:45:25.28,-319,-2386,-16653,52,64,-187,792,-808,1600,8
,93,2017-08-16 15:45:25.29,-215,-2374,-16813,40,65,-190,759,-794,1553,17
,94,2017-08-16 15:45:25.30,-195,-2333,-17233,26,68,-191,756,-783,1539,13
,95,2017-08-16 15:45:25.31,-127,-2413,-17388,12,58,-195,779,-804,1583,12
,96,2017-08-16 15:45:25.32,-267,-2381,-17467,-1,42,-195,802,-828,1630,13
,97,2017-08-16 15:45:25.33,-278,-2224,-17489,-11,26,-196,798,-837,1635,19
,98,2017-08-16 15:45:25.34,-235,-2302,-17362,-34,42,-195,793,-830,1623,18
,99,2017-08-16 15:45:25.35,-291,-2447,-17371,-41,30,-192,787,-831,1618,22
,100,2017-08-16 15:45:25.36,-375,-2319,-17295,-29,0,-187,790,-826,1616,18
,101,2017-08-16 15:45:25.37,-470,-2182,-17074,-14,-42,-182,791,-830,1621,19
,102,2017-08-16 15:45:25.38,-427,-2048,-16687,-5,-55,-175,789,-831,1620,21
,103,2017-08-16 15:45:25.39,-494,-2018,-16561,3,-42,-173,776,-829,1605,26
,104,2017-08-16 15:45:25.40,-617,-1896,-16394,-4,-17,-172,777,-813,1590,18
,105,2017-08-16 15:45:25.41,-660,-2032,-16365,7,1,-170,777,-823,1600,23
,106,2017-08-16 15:45:25.42,-636,-1910,-16214,14,14,-169,789,-839,1628,25
,107,2017-08-16 15:45:25.43,-684,-1978,-16221,14,43,-169,791,-851,1642,30
,108,2017-08-16 15:45:25.44,-614,-1848,-16208,13,68,-172,808,-841,1649,16
,109,2017-08-16 15:45:25.45,-581,-1953,-16168,16,74,-179,809,-840,1649,15
,110,2017-08-16 15:45:25.46,-591,-1986,-16294,28,55,-185,809,-835,1644,13
,111,2017-08-16 15:45:25.47,-413,-1974,-16716,34,56,-196,806,-839,1645,16
,112,2017-08-16 15:45:25.48,-381,-2122,-16918,28,64,-204,812,-833,1645,10
,113,2017-08-16 15:45:25.49,-249,-2127,-17020,26,88,-215,807,-830,1637,11
,114,2017-08-16 15:45:25.50,-190,-2160,-17010,22,97,-222,806,-820,1626,7
,115,2017-08-16 15:45:25.51,-126,-2095,-17173,19,94,-228,805,-831,1636,13
,116,2017-08-16 15:45:25.52,-173,-2087,-17166,20,90,-234,801,-839,1640,19
,117,2017-08-16 15:45:25.53,-118,-2188,-17296,23,79,-235,788,-834,1622,23
,118,2017-08-16 15:45:25.54,-41,-2265,-17383,28,70,-234,777,-815,1592,19
,119,2017-08-16 15:45:25.55,-105,-2404,-17694,34,62,-230,780,-826,1606,23
,120,2017-08-16 15:45:25.56,-192,-2478,-17740,38,55,-226,791,-835,1626,22
,121,2017-08-16 15:45:25.57,-297,-2742,-17572,59,13,-219,793,-832,1625,19
,122,2017-08-16 15:45:25.58,-378,-2632,-17535,78,-17,-206,795,-818,1613,11
,123,2017-08-16 15:45:25.59,-498,-2793,-17299,79,-25,-194,798,-825,1623,13
,124,2017-08-16 15:45:25.60,-564,-2775,-17072,77,-32,-181,804,-835,1639,15
,125,2017-08-16 15:45:25.61,-631,-2779,-16822,79,-25,-165,794,-838,1632,22
,126,2017-08-16 15:45:25.62,-853,-2807,-16797,73,-19,-152,789,-833,1622,22
,127,2017-08-16 15:45:25.63,-805,-2796,-16767,67,-31,-139,790,-835,1625,22
,128,2017-08-16 15:45:25.64,-823,-2779,-16686,57,-24,-126,795,-829,1624,17
,129,2017-08-16 15:45:25.65,-867,-2688,-16786,35,-4,-121,798,-837,1635,19
,130,2017-08-16 15:45:25.66,-981,-2598,-16629,10,11,-117,804,-829,1633,12
,131,2017-08-16 15:45:25.67,-847,-2440,-16739,-13,19,-119,809,-832,1641,11
,132,2017-08-16 15:45:25.68,-876,-2288,-16696,-37,28,-125,794,-822,1616,14
,133,2017-08-16 15:45:25.69,-882,-2186,-16787,-58,29,-134,742,-780,1522,19
,134,2017-08-16 15:45:25.70,-736,-2090,-16673,-69,29,-144,708,-739,1447,15
,135,2017-08-16 15:45:25.71,-716,-2033,-16816,-65,21,-155,749,-781,1530,16
,136,2017-08-16 15:45:25.72,-603,-1939,-16820,-60,19,-166,791,-829,1620,19
,137,2017-08-16 15:45:25.73,-538,-2016,-16832,-56,39,-179,795,-859,1654,32
,138,2017-08-16 15:45:25.74,-450,-2024,-16805,-44,68,-187,796,-850,1646,27
,139,2017-08-16 15:45:25.75,-548,-2281,-17006,-24,74,-192,808,-842,1650,17
,140,2017-08-16 15:45:25.76,-579,-2258,-17227,10,46,-192,786,-825,1611,19
,141,2017-08-16 15:45:25.77,-558,-2301,-16997,34,41,-190,781,-832,1613,25
,142,2017-08-16 15:45:25.78,-420,-2303,-16570,55,39,-186,780,-837,1617,28
,143,2017-08-16 15:45:25.79,-542,-2226,-16700,59,71,-187,800,-832,1632,16
,144,2017-08-16 15:45:25.80,-481,-2340,-17196,59,72,-186,801,-812,1613,5
,145,2017-08-16 15:45:25.81,-498,-2290,-17427,57,52,-185,818,-824,1642,3
,146,2017-08-16 15:45:25.82,-376,-2371,-17406,42,35,-187,818,-837,1655,9
,147,2017-08-16 15:45:25.83,-332,-2422,-17510,29,17,-185,819,-851,1670,16
,148,2017-08-16 15:45:25.84,-467,-2432,-17874,-5,6,-193,813,-850,1663,18
,149,2017-08-16 15:45:25.85,-524,-2431,-17706,4,-59,-188,790,-818,1608,14
,150,2017-08-16 15:45:25.86,-484,-2241,-17479,10,-75,-184,754,-768,1522,7
,151,2017-08-16 15:45:25.87,-572,-2281,-17389,5,-90,-181,784,-800,1584,8
,152,2017-08-16 15:45:25.88,-670,-2306,-17395,11,-93,-177,811,-841,1652,15
,153,2017-08-16 15:45:25.89,-792,-2325,-17194,24,-88,-166,817,-845,1662,14
,154,2017-08-16 15:45:25.90,-995,-2421,-16661,33,-80,-156,796,-811,1607,7
,155,2017-08-16 15:45:25.91,-1041,-2578,-16288,55,-67,-141,795,-813,1608,9
,156,2017-08-16 15:45:25.92,-1073,-2485,-16020,84,-57,-125,801,-819,1620,9
,157,2017-08-16 15:45:25.93,-1040,-2487,-15938,103,-45,-115,801,-825,1626,12
,158,2017-08-16 15:45:25.94,-1038,-2419,-15949,109,-14,-110,782,-806,1588,12
,159,2017-08-16 15:45:25.95,-884,-2396,-16004,95,35,-109,782,-808,1590,13
,160,2017-08-16 15:45:25.96,-855,-2461,-16230,66,89,-117,784,-812,1596,14
,161,2017-08-16 15:45:25.97,-900,-2483,-16478,44,112,-128,798,-837,1635,19
,162,2017-08-16 15:45:25.98,-796,-2384,-16589,30,116,-138,825,-848,1673,11
,163,2017-08-16 15:45:25.99,-715,-2389,-16730,5,120,-155,833,-845,1678,6
,164,2017-08-16 15:45:26.00,-476,-2504,-16990,-14,103,-168,801,-805,1606,2
,165,2017-08-16 15:45:26.01,-485,-2456,-17098,-9,73,-183,789,-808,1597,9
,166,2017-08-16 15:45:26.02,-325,-2216,-17279,-16,63,-196,788,-826,1614,19
,167,2017-08-16 15:45:26.03,-220,-2208,-17079,-30,68,-208,714,-792,1506,39
,168,2017-08-16 15:45:26.04,-153,-2268,-17087,-35,83,-221,673,-731,1404,29
,169,2017-08-16 15:45:26.05,-217,-2303,-17162,-28,87,-226,656,-708,1364,26
,170,2017-08-16 15:45:26.06,-256,-2413,-17291,-11,59,-225,664,-703,1367,19
,171,2017-08-16 15:45:26.07,-308,-2393,-17132,4,38,-219,747,-761,1508,7
,172,2017-08-16 15:45:26.08,-298,-2403,-16970,16,21,-212,792,-803,1595,5
,173,2017-08-16 15:45:26.09,-412,-2257,-17238,16,22,-204,788,-817,1605,14
,174,2017-08-16 15:45:26.10,-424,-2452,-17112,8,24,-200,779,-798,1577,9
,175,2017-08-16 15:45:26.11,-411,-2357,-17091,16,-9,-189,773,-791,1564,9
,176,2017-08-16 15:45:26.12,-505,-2246,-17199,10,-6,-183,738,-754,1492,8
,177,2017-08-16 15:45:26.13,-528,-2312,-17372,-9,-7,-178,675,-718,1393,21
,178,2017-08-16 15:45:26.14,-653,-2439,-17506,-10,-15,-174,638,-678,1316,20
,179,2017-08-16 15:45:26.15,-614,-2267,-17301,-7,-34,-169,722,-730,1452,4
,180,2017-08-16 15:45:26.16,-671,-2131,-17036,-4,-44,-165,806,-785,1591,-10
,181,2017-08-16 15:45:26.17,-548,-2014,-16865,-17,-10,-167,821,-835,1656,7
,182,2017-08-16 15:45:26.18,-698,-2046,-17048,-25,34,-171,796,-844,1640,24
,183,2017-08-16 15:45:26.19,-764,-2041,-17123,-13,21,-170,725,-812,1537,43
,184,2017-08-16 15:45:26.20,-734,-1962,-17085,5,1,-170,695,-738,1433,21
,185,2017-08-16 15:45:26.21,-612,-1787,-17038,7,-5,-171,737,-738,1475,0
,186,2017-08-16 15:45:26.22,-643,-1916,-17210,4,15,-176,748,-726,1474,-11
,187,2017-08-16 15:45:26.23,-666,-1857,-17483,5,16,-180,642,-694,1336,26
,188,2017-08-16 15:45:26.24,-710,-1879,-17548,3,6,-182,566,-644,1210,39
,189,2017-08-16 15:45:26.25,-774,-1976,-17378,1,-2,-185,598,-668,1266,35
,190,2017-08-16 15:45:26.26,-647,-1875,-17371,7,-27,-186,674,-706,1380,16
,191,2017-08-16 15:45:26.27,-712,-1893,-17393,0,-9,-188,770,-780,1550,5
,192,2017-08-16 15:45:26.28,-646,-1944,-17262,-3,8,-192,806,-817,1623,5
,193,2017-08-16 15:45:26.29,-743,-1963,-17274,6,11,-190,798,-838,1636,20
,194,2017-08-16 15:45:26.30,-718,-1883,-17151,10,12,-191,772,-827,1599,27
,195,2017-08-16 15:45:26.31,-535,-1913,-17038,23,2,-191,766,-811,1577,22
,196,2017-08-16 15:45:26.32,-591,-1822,-16881,22,59,-196,740,-761,1501,10
,197,2017-08-16 15:45:26.33,-472,-1998,-16875,25,82,-197,767,-778,1545,5
,198,2017-08-16 15:45:26.34,-497,-2106,-16961,34,103,-195,789,-805,1594,8
,199,2017-08-16 15:45:26.35,-397,-2228,-17076,57,72,-194,797,-831,1628,17
,200,2017-08-16 15:45:26.36,-234,-2228,-17239,74,42,-188,763,-813,1576,25
,201,2017-08-16 15:45:26.37,-147,-2257,-17248,75,54,-187,746,-811,1557,32
,202,2017-08-16 15:45:26.38,-111,-2263,-17373,66,63,-192,746,-797,1543,25
,203,2017-08-16 15:45:26.39,-19,-2382,-17644,55,85,-195,787,-811,1598,12
,204,2017-08-16 15:45:26.40,-100,-2564,-17730,50,68,-197,784,-807,1591,11
,205,2017-08-16 15:45:26.41,-89,-2530,-17713,51,51,-198,784,-814,1598,15
,206,2017-08-16 15:45:26.42,-65,-2616,-17655,49,31,-198,780,-796,1576,8
,207,2017-08-16 15:45:26.43,13,-2516,-17680,43,25,-194,737,-777,1514,20
,208,2017-08-16 15:45:26.44,-180,-2471,-17599,34,30,-196,668,-728,1396,30
,209,2017-08-16 15:45:26.45,-198,-2555,-17346,37,-3,-193,697,-741,1438,22
,210,2017-08-16 15:45:26.46,-226,-2239,-17278,43,-16,-190,741,-766,1507,12
,211,2017-08-16 15:45:26.47,-275,-2354,-17239,28,-15,-192,757,-794,1551,18
,212,2017-08-16 15:45:26.48,-287,-2507,-17272,25,-21,-191,761,-797,1558,18
,213,2017-08-16 15:45:26.49,-264,-2389,-17178,30,-26,-190,790,-819,1609,14
,214,2017-08-16 15:45:26.50,-536,-2471,-16948,29,-28,-187,800,-821,1621,10
,215,2017-08-16 15:45:26.51,-478,-2378,-16971,30,-16,-184,811,-830,1641,9
,216,2017-08-16 15:45:26.52,-346,-2379,-17051,26,-16,-181,794,-816,1610,11
,217,2017-08-16 15:45:26.53,-563,-2305,-17071,11,10,-176,732,-774,1506,21
,218,2017-08-16 15:45:26.54,-669,-2332,-17098,1,2,-175,665,-698,1363,16
,219,2017-08-16 15:45:26.55,-504,-1929,-16758,1,-26,-169,706,-720,1426,7
,220,2017-08-16 15:45:26.56,-431,-1733,-16543,-25,8,-172,750,-750,1500,0
,221,2017-08-16 15:45:26.57,-425,-1809,-16548,-44,22,-176,810,-804,1614,-3
,222,2017-08-16 15:45:26.58,-470,-1723,-16650,-46,53,-181,808,-828,1636,10
,223,2017-08-16 15:45:26.59,-510,-1779,-16734,-42,55,-182,809,-846,1655,18
,224,2017-08-16 15:45:26.60,-377,-1834,-17042,-33,47,-186,772,-838,1610,33
,225,2017-08-16 15:45:26.61,-403,-1913,-17480,-21,34,-186,777,-811,1588,17
,226,2017-08-16 15:45:26.62,-311,-1986,-17727,-5,20,-189,741,-754,1495,6
,227,2017-08-16 15:45:26.63,-308,-1984,-17476,8,10,-188,709,-728,1437,9
,228,2017-08-16 15:45:26.64,-304,-2053,-17352,25,-5,-188,702,-723,1425,10
,229,2017-08-16 15:45:26.65,-385,-1975,-17292,40,-16,-190,780,-788,1568,4
,230,2017-08-16 15:45:26.66,-397,-2015,-17044,54,-13,-190,796,-830,1626,17
,231,2017-08-16 15:45:26.67,-538,-2142,-16862,65,-8,-186,763,-833,1596,35
,232,2017-08-16 15:45:26.68,-484,-2123,-16777,85,-18,-179,718,-800,1518,41
,233,2017-08-16 15:45:26.69,-482,-2069,-16534,93,5,-176,747,-806,1553,29
,234,2017-08-16 15:45:26.70,-394,-2171,-16481,89,27,-177,755,-807,1562,26
,235,2017-08-16 15:45:26.71,-250,-2257,-16493,87,49,-177,745,-798,1543,26
,236,2017-08-16 15:45:26.72,-342,-2245,-16536,80,57,-180,710,-739,1449,14
,237,2017-08-16 15:45:26.73,-217,-2141,-16341,70,84,-184,681,-719,1400,19
,238,2017-08-16 15:45:26.74,-323,-2272,-16428,49,94,-192,678,-722,1400,22
,239,2017-08-16 15:45:26.75,-164,-2261,-16674,37,86,-198,740,-768,1508,14
,240,2017-08-16 15:45:26.76,-173,-2354,-16926,18,95,-207,772,-790,1562,9
,241,2017-08-16 15:45:26.77,-63,-2369,-17192,13,64,-212,781,-808,1589,13
,242,2017-08-16 15:45:26.78,32,-2382,-17529,5,49,-216,758,-782,1540,12
,243,2017-08-16 15:45:26.79,25,-2389,-17829,-10,22,-217,786,-797,1583,5
,244,2017-08-16 15:45:26.80,178,-2383,-17895,-19,2,-213,804,-813,1617,4
,245,2017-08-16 15:45:26.81,-49,-2334,-17514,-29,11,-209,824,-842,1666,9
,246,2017-08-16 15:45:26.82,-65,-2267,-17198,-21,-21,-201,800,-835,1635,17
,247,2017-08-16 15:45:26.83,30,-2031,-17110,-16,2,-195,790,-829,1619,19
,248,2017-08-16 15:45:26.84,-83,-2143,-17088,-21,20,-193,779,-799,1578,10
,249,2017-08-16 15:45:26.85,-62,-2124,-17081,-2,-7,-187,780,-801,1581,10
,250,2017-08-16 15:45:26.86,-123,-2068,-17078,23,-30,-183,735,-776,1511,20
,251,2017-08-16 15:45:26.87,-116,-1862,-16882,34,-43,-177,738,-779,1517,20
,252,2017-08-16 15:45:26.88,-192,-1884,-17121,25,-10,-178,754,-777,1531,11
,253,2017-08-16 15:45:26.89,-233,-2007,-17329,25,-23,-175,796,-814,1610,9
,254,2017-08-16 15:45:26.90,-272,-1920,-17206,30,-18,-173,805,-831,1636,13
,255,2017-08-16 15:45:26.91,-452,-2064,-17073,41,-48,-171,796,-836,1632,20
,256,2017-08-16 15:45:26.92,-364,-1935,-17155,45,-55,-170,721,-770,1491,24
,257,2017-08-16 15:45:26.93,-432,-2061,-17117,43,-48,-168,693,-741,1434,24
,258,2017-08-16 15:45:26.94,-348,-2148,-17144,47,-41,-164,702,-738,1440,18
,259,2017-08-16 15:45:26.95,-422,-2097,-16869,48,-20,-159,765,-785,1550,10
,260,2017-08-16 15:45:26.96,-437,-2064,-16857,45,6,-157,799,-816,1615,8
,261,2017-08-16 15:45:26.97,-567,-2129,-16954,47,20,-153,814,-845,1659,15
,262,2017-08-16 15:45:26.98,-506,-2124,-16884,45,54,-151,796,-834,1630,19
,263,2017-08-16 15:45:26.99,-428,-2206,-16698,50,60,-148,780,-835,1615,27
,264,2017-08-16 15:45:27.00,-298,-2030,-16645,56,72,-149,765,-828,1593,31
,265,2017-08-16 15:45:27.01,-347,-1987,-16738,49,100,-156,720,-810,1530,45
,266,2017-08-16 15:45:27.02,-169,-2038,-16854,47,93,-167,682,-729,1411,23
,267,2017-08-16 15:45:27.03,26,-1878,-16968,48,95,-178,688,-712,1400,12
,268,2017-08-16 15:45:27.04,89,-2035,-17166,39,92,-200,682,-694,1376,6
,269,2017-08-16 15:45:27.05,118,-2074,-17505,41,54,-217,712,-739,1451,13
,270,2017-08-16 15:45:27.06,241,-2039,-17506,38,35,-233,750,-770,1520,10
,271,2017-08-16 15:45:27.07,204,-2051,-17409,22,40,-247,800,-819,1619,9
,272,2017-08-16 15:45:27.08,228,-2231,-17414,16,37,-256,796,-813,1609,8
,273,2017-08-16 15:45:27.09,290,-2192,-17589,11,34,-258,794,-814,1608,10
,274,2017-08-16 15:45:27.10,185,-2391,-17612,9,8,-249,764,-793,1557,14
,275,2017-08-16 15:45:27.11,152,-2367,-17667,22,-19,-237,743,-789,1532,23
,276,2017-08-16 15:45:27.12,73,-2479,-17553,33,-41,-219,708,-740,1448,16
,277,2017-08-16 15:45:27.13,36,-2424,-17510,46,-63,-197,766,-775,1541,4
,278,2017-08-16 15:45:27.14,-7,-2403,-17308,48,-42,-178,803,-811,1614,4
,279,2017-08-16 15:45:27.15,-119,-2345,-17311,49,-21,-160,811,-834,1645,11
,280,2017-08-16 15:45:27.16,-248,-2360,-17164,60,-14,-141,786,-809,1595,11
,281,2017-08-16 15:45:27.17,-42,-2300,-17100,83,-39,-129,800,-815,1615,7
,282,2017-08-16 15:45:27.18,-204,-2257,-17344,84,-14,-124,788,-788,1576,0
,283,2017-08-16 15:45:27.19,-173,-2412,-17290,85,-14,-122,805,-805,1610,0
,284,2017-08-16 15:45:27.20,-147,-2398,-17062,100,-8,-127,792,-810,1602,9
,285,2017-08-16 15:45:27.21,-102,-2145,-16902,99,25,-135,745,-802,1547,28
,286,2017-08-16 15:45:27.22,-149,-2258,-16885,85,45,-147,672,-747,1419,37
,287,2017-08-16 15:45:27.23,8,-2043,-16940,75,80,-162,699,-746,1445,23
,288,2017-08-16 15:45:27.24,2,-2250,-16976,60,102,-178,699,-707,1406,4
,289,2017-08-16 15:45:27.25,13,-2263,-17053,57,87,-190,692,-717,1409,12
,290,2017-08-16 15:45:27.26,177,-2180,-17142,57,73,-202,688,-735,1423,23
,291,2017-08-16 15:45:27.27,191,-2168,-17235,43,61,-216,772,-800,1572,14
,292,2017-08-16 15:45:27.28,265,-2160,-17501,22,70,-227,798,-822,1620,12
,293,2017-08-16 15:45:27.29,254,-2322,-17647,11,53,-228,806,-839,1645,16
,294,2017-08-16 15:45:27.30,259,-2217,-17954,3,33,-229,789,-821,1610,16
