// Data mode  : Full
// Data quality  : High
// Acceleration sensor's range  : 2g
// Gyroscope sensor's range  : 2000dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,786,2017-08-27 15:48:23.08,1077,-2345,-16166,-81,47,-89,157,-174,331,8
,787,2017-08-27 15:48:23.09,1124,-2249,-16164,-73,66,-77,156,-170,326,7
,788,2017-08-27 15:48:23.10,1292,-2191,-16093,-64,71,-66,155,-168,323,6
,789,2017-08-27 15:48:23.11,1217,-2161,-16172,-61,90,-60,159,-164,323,2
,790,2017-08-27 15:48:23.12,1323,-2225,-16379,-54,95,-56,162,-159,321,-1
,791,2017-08-27 15:48:23.13,1273,-2131,-16542,-49,105,-50,162,-156,318,-3
,792,2017-08-27 15:48:23.14,1234,-2110,-16516,-54,104,-43,160,-155,315,-2
,793,2017-08-27 15:48:23.15,1310,-2146,-16528,-54,97,-35,160,-152,312,-4
,794,2017-08-27 15:48:23.16,1331,-2155,-16513,-51,89,-26,163,-150,313,-6
,795,2017-08-27 15:48:23.17,1288,-2244,-16522,-51,88,-10,166,-145,311,-10
,796,2017-08-27 15:48:23.18,1425,-2292,-16326,-51,83,6,169,-141,310,-14
,797,2017-08-27 15:48:23.19,1346,-2359,-16079,-45,77,35,172,-137,309,-17
,798,2017-08-27 15:48:23.20,1195,-2425,-15964,-36,78,66,176,-132,308,-22
,799,2017-08-27 15:48:23.21,1300,-2382,-15932,-27,87,100,177,-131,308,-23
,800,2017-08-27 15:48:23.22,1327,-2424,-15985,-27,95,143,178,-129,307,-24
,801,2017-08-27 15:48:23.23,1357,-2494,-16051,-27,109,183,178,-131,309,-23
,802,2017-08-27 15:48:23.24,1347,-2448,-16217,-23,120,223,171,-133,304,-19
,803,2017-08-27 15:48:23.25,1323,-2462,-16294,-26,131,266,163,-136,299,-13
,804,2017-08-27 15:48:23.26,1393,-2560,-16357,-31,138,306,168,-129,297,-19
,805,2017-08-27 15:48:23.27,1382,-2577,-16409,-34,139,347,161,-137,298,-12
,806,2017-08-27 15:48:23.28,1430,-2621,-16500,-31,136,390,160,-136,296,-12
,807,2017-08-27 15:48:23.29,1380,-2721,-16540,-25,137,429,162,-139,301,-11
,808,2017-08-27 15:48:23.30,1436,-2741,-16521,-20,127,470,164,-134,298,-15
,809,2017-08-27 15:48:23.31,1483,-2647,-16421,-9,123,507,163,-135,298,-14
,810,2017-08-27 15:48:23.32,1571,-2650,-16404,-2,129,542,151,-139,290,-6
,811,2017-08-27 15:48:23.33,1649,-2519,-16513,5,140,568,161,-135,296,-13
,812,2017-08-27 15:48:23.34,1644,-2404,-16485,8,147,592,160,-139,299,-10
,813,2017-08-27 15:48:23.35,1543,-2272,-16583,8,143,603,153,-138,291,-7
,814,2017-08-27 15:48:23.36,1484,-2162,-17138,-3,118,616,148,-138,286,-5
,815,2017-08-27 15:48:23.37,1492,-2139,-17325,-15,102,613,153,-133,286,-10
,816,2017-08-27 15:48:23.38,1365,-2066,-17355,-24,74,607,156,-133,289,-11
,817,2017-08-27 15:48:23.39,1459,-2034,-17138,-25,39,602,161,-130,291,-15
,818,2017-08-27 15:48:23.40,1411,-1938,-16912,-26,11,595,160,-130,290,-15
,819,2017-08-27 15:48:23.41,1437,-1973,-16686,-21,-3,584,159,-130,289,-14
,820,2017-08-27 15:48:23.42,1329,-1963,-16471,-9,-9,574,160,-129,289,-15
,821,2017-08-27 15:48:23.43,1340,-2003,-16340,9,-3,560,166,-131,297,-17
,822,2017-08-27 15:48:23.44,1354,-1956,-16218,19,7,549,165,-130,295,-17
,823,2017-08-27 15:48:23.45,1123,-1992,-16226,29,14,541,164,-127,291,-18
,824,2017-08-27 15:48:23.46,1158,-1926,-16443,39,21,532,161,-127,288,-17
,825,2017-08-27 15:48:23.47,1111,-1866,-16404,37,23,520,159,-104,263,-27
,826,2017-08-27 15:48:23.48,1093,-1885,-16280,35,21,516,152,-86,238,-33
,827,2017-08-27 15:48:23.49,999,-1914,-16300,38,17,508,152,-100,252,-26
,828,2017-08-27 15:48:23.50,1078,-1998,-16174,39,19,506,162,-122,284,-20
,829,2017-08-27 15:48:23.51,1078,-2041,-16106,41,33,503,164,-100,264,-32
,830,2017-08-27 15:48:23.52,1127,-2122,-16222,48,51,499,158,-55,213,-51
,831,2017-08-27 15:48:23.53,1231,-2136,-16552,55,68,498,154,102,52,-128
,832,2017-08-27 15:48:23.54,1142,-2153,-16838,59,85,495,153,55,98,-104
,833,2017-08-27 15:48:23.55,1110,-2115,-16984,52,94,484,155,-66,221,-44
,834,2017-08-27 15:48:23.56,1166,-2124,-17152,46,96,476,162,-168,330,3
,835,2017-08-27 15:48:23.57,1142,-2117,-17247,39,98,466,165,-206,371,20
,836,2017-08-27 15:48:23.58,1200,-2028,-16968,34,96,453,168,-193,361,12
,837,2017-08-27 15:48:23.59,1217,-2029,-16774,28,96,439,165,-171,336,3
,838,2017-08-27 15:48:23.60,1248,-1941,-16717,26,98,423,190,-159,349,-15
,839,2017-08-27 15:48:23.61,1285,-1915,-16613,27,96,407,225,-159,384,-33
,840,2017-08-27 15:48:23.62,1291,-1872,-16422,31,91,390,179,-174,353,-2
,841,2017-08-27 15:48:23.63,1315,-1840,-16379,34,87,370,122,-188,310,33
,842,2017-08-27 15:48:23.64,1297,-1932,-16592,35,81,355,114,-190,304,38
,843,2017-08-27 15:48:23.65,1251,-1963,-16752,30,80,340,120,-167,287,23
,844,2017-08-27 15:48:23.66,1436,-2032,-16701,27,68,326,151,-154,305,1
,845,2017-08-27 15:48:23.67,1303,-1999,-16621,24,56,315,186,-141,327,-22
,846,2017-08-27 15:48:23.68,1339,-2034,-16592,21,52,303,194,-131,325,-31
,847,2017-08-27 15:48:23.69,1336,-2068,-16619,18,51,293,174,-123,297,-25
,848,2017-08-27 15:48:23.70,1414,-2025,-16474,15,51,283,151,-128,279,-11
,849,2017-08-27 15:48:23.71,1413,-2067,-16380,10,56,274,140,-126,266,-7
,850,2017-08-27 15:48:23.72,1431,-2007,-16457,6,62,259,146,-127,273,-9
,851,2017-08-27 15:48:23.73,1462,-1977,-16471,2,66,250,153,-136,289,-8
,852,2017-08-27 15:48:23.74,1487,-2017,-16411,2,68,238,180,-146,326,-17
,853,2017-08-27 15:48:23.75,1389,-1963,-16383,1,70,227,208,-145,353,-31
,854,2017-08-27 15:48:23.76,1399,-2038,-16241,1,75,223,222,-154,376,-34
,855,2017-08-27 15:48:23.77,1515,-2107,-16244,11,74,215,253,-142,395,-55
,856,2017-08-27 15:48:23.78,1481,-2092,-16132,22,75,210,199,-83,282,-58
,857,2017-08-27 15:48:23.79,1457,-2117,-16118,32,82,206,210,36,174,-123
,858,2017-08-27 15:48:23.80,1558,-2151,-16129,42,89,194,237,26,211,-131
,859,2017-08-27 15:48:23.81,1530,-2133,-16416,45,94,184,264,-66,330,-99
,860,2017-08-27 15:48:23.82,1650,-2118,-16586,43,96,174,185,-53,238,-66
,861,2017-08-27 15:48:23.83,1642,-2106,-16743,31,103,163,110,-22,132,-44
,862,2017-08-27 15:48:23.84,1663,-2124,-16918,18,99,149,88,96,-8,-92
,863,2017-08-27 15:48:23.85,1748,-2112,-17003,2,97,137,102,208,-106,-155
,864,2017-08-27 15:48:23.86,1797,-2000,-16810,-13,94,123,121,103,18,-112
,865,2017-08-27 15:48:23.87,1807,-1988,-16570,-26,100,108,128,-69,197,-29
,866,2017-08-27 15:48:23.88,1779,-2095,-16633,-33,99,95,127,-207,334,40
,867,2017-08-27 15:48:23.89,1930,-2168,-16660,-33,99,87,126,-265,391,69
,868,2017-08-27 15:48:23.90,1968,-2146,-16613,-30,104,82,126,-252,378,63
,869,2017-08-27 15:48:23.91,1860,-2144,-16534,-34,112,79,123,-224,347,50
,870,2017-08-27 15:48:23.92,1949,-2108,-16497,-36,112,76,123,-214,337,45
,871,2017-08-27 15:48:23.93,1941,-2076,-16503,-32,109,77,124,-212,336,44
,872,2017-08-27 15:48:23.94,1971,-2092,-16411,-32,104,77,128,-210,338,41
,873,2017-08-27 15:48:23.95,1900,-2100,-16357,-32,106,82,137,-203,340,33
,874,2017-08-27 15:48:23.96,1780,-2180,-16471,-23,86,87,138,-196,334,29
,875,2017-08-27 15:48:23.97,1734,-2195,-16480,-18,85,94,135,-153,288,9
,876,2017-08-27 15:48:23.98,1878,-2144,-16361,-14,77,98,130,-22,152,-54
,877,2017-08-27 15:48:23.99,1840,-2120,-16204,-13,66,103,137,-23,160,-57
,878,2017-08-27 15:48:24.00,1803,-2005,-16172,-8,62,105,155,-118,273,-18
,879,2017-08-27 15:48:24.01,1768,-2025,-16114,-7,57,109,157,-204,361,23
,880,2017-08-27 15:48:24.02,1830,-1997,-16180,-8,55,111,147,-231,378,42
,881,2017-08-27 15:48:24.03,1749,-2002,-16191,-12,55,110,138,-218,356,40
,882,2017-08-27 15:48:24.04,1870,-2024,-16225,-13,54,110,134,-199,333,32
,883,2017-08-27 15:48:24.05,1813,-1998,-16230,-16,62,109,135,-187,322,26
,884,2017-08-27 15:48:24.06,1912,-2016,-16454,-21,69,103,139,-174,313,17
,885,2017-08-27 15:48:24.07,2005,-1999,-16594,-24,77,98,144,-170,314,13
,886,2017-08-27 15:48:24.08,1995,-1968,-16768,-28,92,91,150,-168,318,9
,887,2017-08-27 15:48:24.09,2087,-2015,-16940,-32,101,83,153,-171,324,9
,888,2017-08-27 15:48:24.10,2044,-1987,-17038,-33,113,74,159,-167,326,4
,889,2017-08-27 15:48:24.11,2243,-2012,-16879,-36,127,69,164,-161,325,-1
,890,2017-08-27 15:48:24.12,2142,-1908,-16707,-39,150,63,164,-154,318,-5
,891,2017-08-27 15:48:24.13,2170,-1912,-16846,-34,136,57,159,-155,314,-2
,892,2017-08-27 15:48:24.14,2242,-1937,-16886,-35,147,51,157,-153,310,-2
,893,2017-08-27 15:48:24.15,2193,-1958,-16750,-31,147,45,158,-152,310,-3
,894,2017-08-27 15:48:24.16,2301,-1983,-16692,-27,148,47,151,-156,307,2
,895,2017-08-27 15:48:24.17,2249,-1957,-16663,-22,145,42,136,-168,304,16
,896,2017-08-27 15:48:24.18,2319,-1898,-16594,-18,139,43,144,-157,301,6
,897,2017-08-27 15:48:24.19,2225,-1866,-16454,-16,133,45,145,-156,301,5
,898,2017-08-27 15:48:24.20,2347,-1885,-16546,-13,121,47,149,-151,300,1
,899,2017-08-27 15:48:24.21,2293,-1808,-16469,-13,107,51,158,-144,302,-7
,900,2017-08-27 15:48:24.22,2306,-1749,-16154,-16,104,56,163,-138,301,-12
,901,2017-08-27 15:48:24.23,2248,-1661,-16010,-21,94,55,164,-137,301,-13
,902,2017-08-27 15:48:24.24,2304,-1763,-16065,-23,92,57,161,-138,299,-11
,903,2017-08-27 15:48:24.25,2320,-1822,-16368,-23,83,55,154,-140,294,-7
,904,2017-08-27 15:48:24.26,2385,-1856,-16467,-19,72,57,154,-138,292,-8
,905,2017-08-27 15:48:24.27,2380,-1875,-16505,-23,75,55,150,-139,289,-5
,906,2017-08-27 15:48:24.28,2402,-1779,-16469,-26,75,54,145,-140,285,-2
,907,2017-08-27 15:48:24.29,2419,-1750,-16526,-25,78,49,134,-145,279,5
,908,2017-08-27 15:48:24.30,2510,-1741,-16568,-24,74,50,130,-145,275,7
,909,2017-08-27 15:48:24.31,2464,-1691,-16482,-26,78,45,126,-144,270,9
,910,2017-08-27 15:48:24.32,2467,-1741,-16381,-27,87,40,125,-142,267,8
,911,2017-08-27 15:48:24.33,2556,-1777,-16509,-23,94,40,124,-146,270,11
,912,2017-08-27 15:48:24.34,2586,-1768,-16673,-19,98,37,125,-147,272,11
,913,2017-08-27 15:48:24.35,2529,-1822,-16793,-19,107,37,126,-145,271,9
,914,2017-08-27 15:48:24.36,2509,-1849,-16829,-16,116,34,130,-139,269,4
,915,2017-08-27 15:48:24.37,2704,-1833,-16969,-19,118,34,128,-137,265,4
,916,2017-08-27 15:48:24.38,2774,-1835,-17260,-18,112,30,128,-136,264,4
,917,2017-08-27 15:48:24.39,2733,-1860,-17263,-23,115,30,133,-131,264,-1
,918,2017-08-27 15:48:24.40,2668,-1818,-16980,-31,110,31,138,-128,266,-5
,919,2017-08-27 15:48:24.41,2788,-1757,-16694,-31,102,31,132,-130,262,-1
,920,2017-08-27 15:48:24.42,2661,-1779,-16626,-30,96,36,125,-131,256,3
,921,2017-08-27 15:48:24.43,2745,-1802,-16570,-19,89,37,119,-134,253,7
,922,2017-08-27 15:48:24.44,2731,-1844,-16495,-4,83,44,119,-134,253,7
,923,2017-08-27 15:48:24.45,2682,-1857,-16464,6,76,48,124,-130,254,3
,924,2017-08-27 15:48:24.46,2731,-1741,-16393,17,71,53,124,-131,255,3
,925,2017-08-27 15:48:24.47,2585,-1715,-16220,22,58,60,116,-136,252,10
,926,2017-08-27 15:48:24.48,2525,-1689,-16217,25,53,67,108,-136,244,14
,927,2017-08-27 15:48:24.49,2723,-1746,-16363,24,45,75,108,-130,238,11
,928,2017-08-27 15:48:24.50,2692,-1773,-16512,25,34,83,116,-129,245,6
,929,2017-08-27 15:48:24.51,2709,-1675,-16345,19,29,88,120,-126,246,3
,930,2017-08-27 15:48:24.52,2697,-1617,-16321,11,32,88,123,-125,248,1
,931,2017-08-27 15:48:24.53,2640,-1703,-16497,3,30,88,114,-130,244,8
,932,2017-08-27 15:48:24.54,2778,-1713,-16752,-4,25,87,104,-131,235,13
,933,2017-08-27 15:48:24.55,2726,-1708,-16803,-10,32,89,93,-141,234,24
,934,2017-08-27 15:48:24.56,2885,-1809,-16879,-16,28,84,92,-137,229,22
,935,2017-08-27 15:48:24.57,2814,-1826,-16849,-16,24,82,95,-132,227,18
,936,2017-08-27 15:48:24.58,2893,-1879,-16747,-14,32,83,102,-124,226,11
,937,2017-08-27 15:48:24.59,2844,-1865,-16602,-5,24,81,104,-123,227,9
,938,2017-08-27 15:48:24.60,2926,-1714,-16334,3,23,79,104,-128,232,12
,939,2017-08-27 15:48:24.61,2860,-1776,-16136,12,34,79,100,-130,230,15
,940,2017-08-27 15:48:24.62,2942,-1758,-16299,23,34,77,98,-132,230,17
,941,2017-08-27 15:48:24.63,2872,-1744,-16215,37,36,71,99,-131,230,16
,942,2017-08-27 15:48:24.64,2949,-1845,-16297,45,37,69,102,-129,231,13
,943,2017-08-27 15:48:24.65,2867,-1901,-16196,52,34,65,103,-125,228,11
,944,2017-08-27 15:48:24.66,2857,-1937,-16197,60,32,65,97,-126,223,14
,945,2017-08-27 15:48:24.67,2959,-1975,-16151,69,30,67,87,-135,222,24
,946,2017-08-27 15:48:24.68,2904,-2025,-16242,68,27,67,73,-152,225,39
,947,2017-08-27 15:48:24.69,2981,-1954,-16289,62,31,67,72,-155,227,41
,948,2017-08-27 15:48:24.70,2978,-1909,-16177,48,31,65,80,-144,224,32
,949,2017-08-27 15:48:24.71,2947,-1839,-16003,34,32,65,88,-135,223,23
,950,2017-08-27 15:48:24.72,3001,-1906,-16193,13,38,68,94,-127,221,16
,951,2017-08-27 15:48:24.73,2969,-1873,-16409,-4,37,65,97,-122,219,12
,952,2017-08-27 15:48:24.74,3043,-1810,-16300,-24,43,66,96,-123,219,13
,953,2017-08-27 15:48:24.75,3059,-1760,-16192,-39,54,65,92,-126,218,17
,954,2017-08-27 15:48:24.76,3116,-1630,-16257,-52,52,61,85,-135,220,25
,955,2017-08-27 15:48:24.77,3077,-1508,-16222,-61,46,57,90,-133,223,21
,956,2017-08-27 15:48:24.78,3154,-1509,-16211,-67,46,52,93,-131,224,19
,957,2017-08-27 15:48:24.79,3181,-1433,-16214,-74,48,48,97,-127,224,15
,958,2017-08-27 15:48:24.80,3228,-1413,-16149,-74,45,42,100,-124,224,12
,959,2017-08-27 15:48:24.81,3217,-1390,-16074,-70,48,38,101,-122,223,10
,960,2017-08-27 15:48:24.82,3223,-1417,-16234,-66,54,34,98,-126,224,14
,961,2017-08-27 15:48:24.83,3213,-1477,-16453,-55,50,28,91,-130,221,19
,962,2017-08-27 15:48:24.84,3168,-1537,-16485,-47,42,29,82,-137,219,27
,963,2017-08-27 15:48:24.85,3242,-1585,-16750,-43,38,30,73,-145,218,36
,964,2017-08-27 15:48:24.86,3284,-1583,-16992,-42,29,29,75,-143,218,34
,965,2017-08-27 15:48:24.87,3251,-1599,-17007,-43,16,32,91,-130,221,19
,966,2017-08-27 15:48:24.88,3293,-1539,-16994,-45,12,35,104,-117,221,6
,967,2017-08-27 15:48:24.89,3251,-1533,-16956,-44,7,34,111,-112,223,0
,968,2017-08-27 15:48:24.90,3290,-1491,-16860,-43,8,38,102,-115,217,6
,969,2017-08-27 15:48:24.91,3253,-1581,-16886,-36,3,38,101,-117,218,8
,970,2017-08-27 15:48:24.92,3307,-1580,-16977,-29,-4,40,100,-118,218,9
,971,2017-08-27 15:48:24.93,3277,-1554,-17016,-24,-4,43,105,-114,219,4
,972,2017-08-27 15:48:24.94,3145,-1577,-16894,-14,-18,47,104,-114,218,5
,973,2017-08-27 15:48:24.95,3010,-1554,-16764,-5,-30,53,110,-113,223,1
,974,2017-08-27 15:48:24.96,2938,-1514,-16525,2,-41,61,108,-121,229,6
,975,2017-08-27 15:48:24.97,2994,-1476,-16275,8,-50,71,116,-118,234,1
,976,2017-08-27 15:48:24.98,3005,-1480,-16307,15,-59,81,113,-120,233,3
,977,2017-08-27 15:48:24.99,2933,-1596,-16340,23,-60,88,120,-116,236,-2
,978,2017-08-27 15:48:25.00,2935,-1647,-16567,30,-65,97,122,-113,235,-4
,979,2017-08-27 15:48:25.01,2710,-1690,-16598,35,-73,105,127,-108,235,-9
,980,2017-08-27 15:48:25.02,2743,-1672,-16655,34,-81,112,133,-104,237,-14
,981,2017-08-27 15:48:25.03,2727,-1723,-16858,28,-82,114,129,-110,239,-9
,982,2017-08-27 15:48:25.04,2659,-1724,-16884,23,-85,116,127,-114,241,-6
,983,2017-08-27 15:48:25.05,2595,-1804,-16857,16,-88,119,122,-118,240,-2
,984,2017-08-27 15:48:25.06,2619,-1788,-16806,13,-85,121,118,-121,239,1
,985,2017-08-27 15:48:25.07,2644,-1789,-16630,9,-81,121,112,-121,233,4
,986,2017-08-27 15:48:25.08,2602,-1760,-16440,12,-70,125,113,-122,235,4
,987,2017-08-27 15:48:25.09,2501,-1699,-16211,19,-58,127,110,-125,235,7
,988,2017-08-27 15:48:25.10,2684,-1704,-16182,27,-47,125,109,-124,233,7
,989,2017-08-27 15:48:25.11,2652,-1586,-16207,36,-28,125,109,-124,233,7
,990,2017-08-27 15:48:25.12,2657,-1574,-16108,42,-15,120,112,-122,234,5
,991,2017-08-27 15:48:25.13,2666,-1591,-16050,48,-4,116,118,-121,239,1
,992,2017-08-27 15:48:25.14,2705,-1572,-15943,53,4,111,117,-122,239,2
,993,2017-08-27 15:48:25.15,2743,-1525,-15803,57,11,104,114,-125,239,5
,994,2017-08-27 15:48:25.16,2694,-1541,-15861,56,19,100,107,-126,233,9
,995,2017-08-27 15:48:25.17,2711,-1633,-15978,56,28,92,108,-127,235,9
,996,2017-08-27 15:48:25.18,2812,-1631,-16021,54,32,87,112,-124,236,6
,997,2017-08-27 15:48:25.19,2799,-1630,-16011,51,37,81,113,-123,236,5
,998,2017-08-27 15:48:25.20,2936,-1617,-15941,49,36,75,116,-121,237,2
,999,2017-08-27 15:48:25.21,2848,-1661,-15899,46,43,69,114,-124,238,5
,1000,2017-08-27 15:48:25.22,2847,-1672,-15769,43,48,64,110,-127,237,8
,1001,2017-08-27 15:48:25.23,2954,-1647,-15728,38,53,56,112,-131,243,9
,1002,2017-08-27 15:48:25.24,3033,-1644,-15770,34,67,48,114,-131,245,8
,1003,2017-08-27 15:48:25.25,2987,-1641,-15709,35,73,42,116,-129,245,6
,1004,2017-08-27 15:48:25.26,3102,-1603,-15747,32,79,35,114,-128,242,7
,1005,2017-08-27 15:48:25.27,3159,-1515,-15740,30,91,28,116,-126,242,5
,1006,2017-08-27 15:48:25.28,3202,-1504,-15722,24,95,19,122,-124,246,1
,1007,2017-08-27 15:48:25.29,3188,-1431,-15752,23,95,12,121,-123,244,1
,1008,2017-08-27 15:48:25.30,3250,-1477,-15735,23,97,4,121,-123,244,1
,1009,2017-08-27 15:48:25.31,3248,-1597,-15809,18,100,2,113,-128,241,7
,1010,2017-08-27 15:48:25.32,3380,-1605,-15920,18,101,0,123,-127,250,2
,1011,2017-08-27 15:48:25.33,3338,-1630,-16020,19,99,1,121,-127,248,3
,1012,2017-08-27 15:48:25.34,3330,-1752,-16083,20,94,1,128,-121,249,-3
,1013,2017-08-27 15:48:25.35,3309,-1791,-16144,16,88,3,123,-127,250,2
,1014,2017-08-27 15:48:25.36,3277,-1804,-16229,10,83,10,120,-129,249,4
,1015,2017-08-27 15:48:25.37,3303,-1831,-16274,2,75,15,110,-138,248,14
,1016,2017-08-27 15:48:25.38,3259,-1959,-16281,-5,69,25,116,-135,251,9
,1017,2017-08-27 15:48:25.39,3368,-2045,-16612,-17,61,37,124,-127,251,1
,1018,2017-08-27 15:48:25.40,3313,-2023,-16868,-25,46,48,132,-121,253,-5
,1019,2017-08-27 15:48:25.41,3384,-2069,-16998,-40,35,63,127,-122,249,-2
,1020,2017-08-27 15:48:25.42,3280,-1950,-16772,-56,23,75,124,-125,249,0
,1021,2017-08-27 15:48:25.43,3342,-1957,-17097,-82,-2,93,121,-128,249,3
,1022,2017-08-27 15:48:25.44,3215,-2013,-17060,-93,-9,101,120,-129,249,4
,1023,2017-08-27 15:48:25.45,3275,-1888,-16938,-100,-14,106,120,-128,248,4
,1024,2017-08-27 15:48:25.46,3182,-1851,-16778,-109,-10,109,117,-130,247,6
,1025,2017-08-27 15:48:25.47,3115,-1776,-16601,-114,-9,115,111,-134,245,11
,1026,2017-08-27 15:48:25.48,3076,-1631,-16544,-115,-10,117,104,-142,246,19
,1027,2017-08-27 15:48:25.49,3084,-1501,-16445,-121,-10,115,98,-144,242,23
,1028,2017-08-27 15:48:25.50,3042,-1336,-16216,-129,-13,115,85,-152,237,33
,1029,2017-08-27 15:48:25.51,2889,-1293,-15943,-132,-13,113,74,-158,232,42
,1030,2017-08-27 15:48:25.52,2907,-1242,-15838,-132,-22,114,61,-167,228,53
,1031,2017-08-27 15:48:25.53,2898,-1089,-15826,-134,-15,114,50,-174,224,62
,1032,2017-08-27 15:48:25.54,2922,-1137,-15905,-129,-17,112,49,-175,224,63
,1033,2017-08-27 15:48:25.55,2835,-1079,-15919,-120,-16,111,58,-170,228,56
,1034,2017-08-27 15:48:25.56,2794,-1029,-15929,-102,-12,108,89,-154,243,32
,1035,2017-08-27 15:48:25.57,2792,-1088,-16017,-87,-7,101,130,-129,259,0
,1036,2017-08-27 15:48:25.58,2927,-923,-15936,-73,3,95,181,-99,280,-41
,1037,2017-08-27 15:48:25.59,2819,-1035,-15867,-61,21,88,227,-70,297,-78
,1038,2017-08-27 15:48:25.60,2808,-1083,-16112,-46,31,81,260,-47,307,-106
,1039,2017-08-27 15:48:25.61,2775,-1118,-16212,-28,36,79,280,-32,312,-124
,1040,2017-08-27 15:48:25.62,2848,-1147,-16328,-15,42,74,291,-24,315,-133
,1041,2017-08-27 15:48:25.63,2924,-1238,-16562,-7,53,67,295,-24,319,-135
,1042,2017-08-27 15:48:25.64,2852,-1418,-16965,-3,62,61,284,-30,314,-127
,1043,2017-08-27 15:48:25.65,3024,-1515,-17059,-1,70,58,264,-45,309,-109
,1044,2017-08-27 15:48:25.66,2978,-1483,-17020,8,71,56,236,-56,292,-90
,1045,2017-08-27 15:48:25.67,3031,-1540,-17026,12,72,57,217,-66,283,-75
,1046,2017-08-27 15:48:25.68,3014,-1502,-16961,15,74,56,204,-79,283,-62
,1047,2017-08-27 15:48:25.69,3098,-1427,-16827,18,69,60,196,-86,282,-55
,1048,2017-08-27 15:48:25.70,3080,-1300,-16508,19,62,54,174,-76,250,-49
,1049,2017-08-27 15:48:25.71,3196,-1260,-16419,12,63,57,148,-49,197,-49
,1050,2017-08-27 15:48:25.72,3074,-1275,-16294,8,64,55,91,-19,110,-36
,1051,2017-08-27 15:48:25.73,3118,-1171,-16294,9,57,54,-58,-195,137,126
,1052,2017-08-27 15:48:25.74,3187,-1151,-16291,1,64,58,-343,-517,174,430
,1053,2017-08-27 15:48:25.75,3173,-1102,-16454,-8,64,57,-236,-433,197,334
,1054,2017-08-27 15:48:25.76,3152,-1029,-16604,-13,57,58,67,-111,178,22
,1055,2017-08-27 15:48:25.77,3140,-902,-16595,-21,46,59,240,93,147,-166
,1056,2017-08-27 15:48:25.78,3104,-773,-16397,-31,36,61,100,-85,185,-7
,1057,2017-08-27 15:48:25.79,3088,-789,-16449,-37,33,66,75,-216,291,70
,1058,2017-08-27 15:48:25.80,3071,-751,-16602,-40,26,71,96,-205,301,54
,1059,2017-08-27 15:48:25.81,3161,-770,-16616,-39,27,73,90,-168,258,39
,1060,2017-08-27 15:48:25.82,3184,-828,-16868,-31,25,77,-78,-227,149,152
,1061,2017-08-27 15:48:25.83,3149,-843,-17178,-21,11,77,-480,-471,-9,475
,1062,2017-08-27 15:48:25.84,3195,-806,-17258,-8,2,78,-557,-474,-83,515
,1063,2017-08-27 15:48:25.85,3238,-778,-17108,0,2,81,-441,-139,-302,290
,1064,2017-08-27 15:48:25.86,3181,-767,-17104,10,-1,83,-54,45,-99,4
,1065,2017-08-27 15:48:25.87,3096,-696,-17123,26,-6,84,534,492,42,-513
,1066,2017-08-27 15:48:25.88,3156,-705,-17109,45,-9,89,840,578,262,-709
,1067,2017-08-27 15:48:25.89,3187,-646,-16976,55,-3,92,449,147,302,-298
,1068,2017-08-27 15:48:25.90,3143,-601,-16921,74,-4,88,-377,-437,60,407
,1069,2017-08-27 15:48:25.91,3309,-600,-17104,85,1,83,-330,-417,87,373
,1070,2017-08-27 15:48:25.92,3365,-475,-16954,92,4,71,350,222,128,-286
,1071,2017-08-27 15:48:25.93,3304,-429,-16789,90,3,63,810,1226,-416,-1018
,1072,2017-08-27 15:48:25.94,3268,-289,-16660,79,11,57,776,1965,-1189,-1370
,1073,2017-08-27 15:48:25.95,3148,-157,-16315,60,6,55,554,1775,-1221,-1164
,1074,2017-08-27 15:48:25.96,3088,-54,-16014,40,-5,56,10,961,-951,-485
,1075,2017-08-27 15:48:25.97,2956,41,-15741,23,-10,64,-681,123,-804,279
,1076,2017-08-27 15:48:25.98,3015,147,-15794,13,-9,70,-589,255,-844,167
,1077,2017-08-27 15:48:25.99,2937,327,-15979,3,-13,75,140,1003,-863,-571
,1078,2017-08-27 15:48:26.00,3039,491,-16072,-9,-24,74,714,1396,-682,-1055
,1079,2017-08-27 15:48:26.01,2970,833,-15928,-36,-36,72,730,1060,-330,-895
,1080,2017-08-27 15:48:26.02,2861,974,-16137,-66,-45,73,282,497,-215,-389
,1081,2017-08-27 15:48:26.03,2833,1155,-16355,-111,-54,75,-190,84,-274,53
,1082,2017-08-27 15:48:26.04,2676,1236,-16494,-150,-74,75,-958,-741,-217,849
,1083,2017-08-27 15:48:26.05,2684,1273,-16359,-177,-100,77,-1587,-1480,-107,1533
,1084,2017-08-27 15:48:26.06,2635,1126,-16353,-191,-124,82,-1822,-1819,-3,1820
,1085,2017-08-27 15:48:26.07,2554,1150,-16483,-198,-144,85,-1696,-1846,150,1771
,1086,2017-08-27 15:48:26.08,2561,1073,-16499,-200,-146,94,-1546,-1792,246,1669
,1087,2017-08-27 15:48:26.09,2439,1168,-16586,-195,-156,101,-1650,-1831,181,1740
,1088,2017-08-27 15:48:26.10,2459,1286,-16529,-183,-168,106,-1703,-1840,137,1771
,1089,2017-08-27 15:48:26.11,2368,1463,-16358,-174,-162,110,-1394,-1629,235,1511
