// Data mode  : Full
// Data quality  : High
// Acceleration sensor's range  : 2g
// Gyroscope sensor's range  : 2000dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,1594,2017-09-02 16:54:09.68,4527,-4353,-16128,11,-27,30,1000,-1164,2164,82
,1595,2017-09-02 16:54:09.69,4438,-4247,-15784,1,-29,35,1016,-1131,2147,57
,1596,2017-09-02 16:54:09.70,4358,-4266,-15572,-5,-30,44,1063,-1127,2190,32
,1597,2017-09-02 16:54:09.71,4233,-4365,-15530,1,-34,52,1092,-1130,2222,19
,1598,2017-09-02 16:54:09.72,4138,-4346,-15437,6,-39,65,1115,-1119,2234,2
,1599,2017-09-02 16:54:09.73,4166,-4402,-15428,15,-41,84,1156,-1130,2286,-13
,1600,2017-09-02 16:54:09.74,4208,-4410,-15378,29,-42,100,1060,-1132,2192,36
,1601,2017-09-02 16:54:09.75,4179,-4396,-15382,43,-39,111,803,-1060,1863,128
,1602,2017-09-02 16:54:09.76,4271,-4399,-15500,52,-31,116,750,-977,1727,113
,1603,2017-09-02 16:54:09.77,4323,-4330,-15642,54,-13,117,984,-973,1957,-5
,1604,2017-09-02 16:54:09.78,4326,-4126,-15670,50,-4,110,1115,-978,2093,-68
,1605,2017-09-02 16:54:09.79,4324,-4166,-15806,37,9,100,984,-972,1956,-6
,1606,2017-09-02 16:54:09.80,4332,-4211,-15978,29,17,87,958,-1027,1985,34
,1607,2017-09-02 16:54:09.81,4271,-4210,-16233,16,26,72,1097,-1118,2215,10
,1608,2017-09-02 16:54:09.82,4443,-4243,-16239,10,26,60,1046,-1166,2212,60
,1609,2017-09-02 16:54:09.83,4465,-4260,-16155,8,28,47,1051,-1182,2233,65
,1610,2017-09-02 16:54:09.84,4441,-4260,-16076,14,35,30,977,-1168,2145,95
,1611,2017-09-02 16:54:09.85,4535,-4315,-16029,17,46,17,836,-1079,1915,121
,1612,2017-09-02 16:54:09.86,4427,-4428,-15855,29,50,9,800,-955,1755,77
,1613,2017-09-02 16:54:09.87,4569,-4491,-15883,46,50,2,843,-913,1756,35
,1614,2017-09-02 16:54:09.88,4630,-4681,-15935,62,51,-2,910,-910,1820,0
,1615,2017-09-02 16:54:09.89,4510,-4669,-16057,72,50,1,911,-940,1851,14
,1616,2017-09-02 16:54:09.90,4477,-4491,-15858,76,37,5,854,-927,1781,36
,1617,2017-09-02 16:54:09.91,4519,-4307,-15688,65,29,10,981,-950,1931,-15
,1618,2017-09-02 16:54:09.92,4419,-4329,-15679,46,27,18,1056,-933,1989,-61
,1619,2017-09-02 16:54:09.93,4302,-4447,-15733,29,18,26,1004,-924,1928,-40
,1620,2017-09-02 16:54:09.94,4335,-4375,-15673,12,-4,37,952,-926,1878,-13
,1621,2017-09-02 16:54:09.95,4230,-4332,-15478,-9,-19,52,914,-924,1838,5
,1622,2017-09-02 16:54:09.96,4290,-4412,-15391,-20,-22,60,922,-905,1827,-8
,1623,2017-09-02 16:54:09.97,4249,-4434,-15346,-22,-21,65,968,-980,1948,6
,1624,2017-09-02 16:54:09.98,4252,-4475,-15223,-19,-12,68,875,-1081,1956,103
,1625,2017-09-02 16:54:09.99,4389,-4565,-15244,-5,3,67,988,-1165,2153,88
,1626,2017-09-02 16:54:10.00,4400,-4719,-15400,20,18,66,989,-1189,2178,100
,1627,2017-09-02 16:54:10.01,4446,-4714,-15344,43,31,67,1050,-1189,2239,69
,1628,2017-09-02 16:54:10.02,4496,-4588,-15388,62,47,61,948,-1171,2119,111
,1629,2017-09-02 16:54:10.03,4618,-4548,-15518,77,66,53,859,-1119,1978,130
,1630,2017-09-02 16:54:10.04,4618,-4591,-15699,81,77,43,906,-1030,1936,62
,1631,2017-09-02 16:54:10.05,4632,-4528,-15879,73,80,33,974,-955,1929,-9
,1632,2017-09-02 16:54:10.06,4732,-4624,-16112,63,76,27,993,-904,1897,-44
,1633,2017-09-02 16:54:10.07,4868,-4817,-16485,52,63,19,1100,-998,2098,-51
,1634,2017-09-02 16:54:10.08,4869,-4803,-16836,33,45,11,1043,-1096,2139,26
,1635,2017-09-02 16:54:10.09,4844,-4714,-17024,2,25,11,1039,-1156,2195,58
,1636,2017-09-02 16:54:10.10,4527,-4075,-16758,-45,-11,13,1104,-1142,2246,19
,1637,2017-09-02 16:54:10.11,4458,-3548,-16224,-114,-50,16,1093,-1088,2181,-2
,1638,2017-09-02 16:54:10.12,4163,-3428,-15801,-179,-82,19,1124,-1088,2212,-18
,1639,2017-09-02 16:54:10.13,4102,-3464,-15509,-226,-113,20,1053,-1089,2142,18
,1640,2017-09-02 16:54:10.14,3989,-3480,-14951,-250,-139,32,968,-1034,2002,33
,1641,2017-09-02 16:54:10.15,4138,-3529,-14288,-236,-142,39,1106,-1078,2184,-14
,1642,2017-09-02 16:54:10.16,4257,-3890,-14137,-186,-113,40,1021,-1138,2159,58
,1643,2017-09-02 16:54:10.17,4344,-4196,-14341,-101,-80,35,1012,-1179,2191,83
,1644,2017-09-02 16:54:10.18,4308,-4212,-14264,-13,-43,33,1112,-1163,2275,25
,1645,2017-09-02 16:54:10.19,4477,-4193,-14190,67,2,26,987,-1040,2027,26
,1646,2017-09-02 16:54:10.20,4532,-4230,-14615,132,58,15,881,-899,1780,9
,1647,2017-09-02 16:54:10.21,4528,-4080,-15121,163,105,4,952,-904,1856,-24
,1648,2017-09-02 16:54:10.22,4475,-3696,-15292,154,127,-3,1033,-983,2016,-25
,1649,2017-09-02 16:54:10.23,4719,-3497,-15638,117,147,-13,911,-1004,1915,46
,1650,2017-09-02 16:54:10.24,4618,-3737,-16477,65,162,-26,797,-957,1754,80
,1651,2017-09-02 16:54:10.25,4686,-4014,-17324,7,149,-28,820,-958,1778,69
,1652,2017-09-02 16:54:10.26,4857,-4117,-17497,-52,118,-22,897,-960,1857,31
,1653,2017-09-02 16:54:10.27,4933,-4246,-17449,-92,85,-12,953,-961,1914,4
,1654,2017-09-02 16:54:10.28,5032,-4560,-17483,-111,64,-2,956,-926,1882,-15
,1655,2017-09-02 16:54:10.29,5109,-4821,-17515,-106,41,12,1118,-1017,2135,-50
,1656,2017-09-02 16:54:10.30,5324,-5207,-17667,-75,29,26,1065,-1116,2181,25
,1657,2017-09-02 16:54:10.31,5187,-5389,-18008,-22,6,41,1052,-1174,2226,61
,1658,2017-09-02 16:54:10.32,4922,-4781,-17603,18,-31,62,948,-1180,2128,116
,1659,2017-09-02 16:54:10.33,4806,-3984,-16481,29,-73,86,1004,-1177,2181,86
,1660,2017-09-02 16:54:10.34,4528,-3606,-15522,27,-94,103,981,-1168,2149,93
,1661,2017-09-02 16:54:10.35,4174,-3259,-14902,19,-112,118,896,-1084,1980,94
,1662,2017-09-02 16:54:10.36,4156,-3109,-14575,8,-133,131,898,-930,1828,16
,1663,2017-09-02 16:54:10.37,4162,-3127,-14548,0,-147,136,936,-887,1823,-24
,1664,2017-09-02 16:54:10.38,4140,-3339,-14891,2,-158,140,918,-870,1788,-24
,1665,2017-09-02 16:54:10.39,4195,-3367,-15348,0,-165,139,874,-869,1743,-2
,1666,2017-09-02 16:54:10.40,4229,-3623,-15804,1,-172,140,868,-878,1746,5
,1667,2017-09-02 16:54:10.41,4184,-3932,-16584,4,-178,139,872,-934,1806,31
,1668,2017-09-02 16:54:10.42,4018,-4011,-17210,11,-198,137,844,-926,1770,41
,1669,2017-09-02 16:54:10.43,3956,-3875,-17063,-9,-201,140,844,-911,1755,33
,1670,2017-09-02 16:54:10.44,3877,-3759,-16652,-27,-191,136,886,-929,1815,21
,1671,2017-09-02 16:54:10.45,3987,-4000,-16319,-28,-171,125,1101,-1042,2143,-29
,1672,2017-09-02 16:54:10.46,4329,-4479,-16188,29,-85,94,1157,-1134,2291,-11
,1673,2017-09-02 16:54:10.47,4427,-4793,-16359,81,-26,74,1148,-1181,2329,16
,1674,2017-09-02 16:54:10.48,4630,-5008,-16294,133,7,58,984,-1186,2170,101
,1675,2017-09-02 16:54:10.49,4579,-5169,-16159,191,42,48,1013,-1174,2187,80
,1676,2017-09-02 16:54:10.50,4506,-5235,-16234,240,63,45,943,-1159,2102,108
,1677,2017-09-02 16:54:10.51,4238,-5107,-16118,268,66,54,986,-1157,2143,85
,1678,2017-09-02 16:54:10.52,4145,-5042,-15834,275,56,73,1069,-1131,2200,31
,1679,2017-09-02 16:54:10.53,4066,-5020,-15783,281,43,95,1151,-1130,2281,-10
,1680,2017-09-02 16:54:10.54,3991,-4990,-15889,277,13,113,1118,-1131,2249,6
,1681,2017-09-02 16:54:10.55,3764,-4723,-15732,255,-27,135,1057,-1113,2170,28
,1682,2017-09-02 16:54:10.56,3865,-4477,-15430,221,-65,150,996,-1027,2023,15
,1683,2017-09-02 16:54:10.57,3892,-4451,-15403,185,-88,162,912,-938,1850,13
,1684,2017-09-02 16:54:10.58,3738,-4432,-15315,148,-113,167,728,-896,1624,84
,1685,2017-09-02 16:54:10.59,3704,-4383,-15133,115,-132,176,921,-1017,1938,48
,1686,2017-09-02 16:54:10.60,3729,-4652,-14962,103,-129,179,999,-1138,2137,69
,1687,2017-09-02 16:54:10.61,3718,-4827,-15190,110,-122,177,808,-1129,1937,160
,1688,2017-09-02 16:54:10.62,3764,-4896,-15042,121,-118,177,731,-1029,1760,149
,1689,2017-09-02 16:54:10.63,3680,-4835,-14812,130,-101,179,1041,-1049,2090,4
,1690,2017-09-02 16:54:10.64,3883,-4683,-14540,145,-83,171,1094,-1117,2211,11
,1691,2017-09-02 16:54:10.65,3835,-4450,-14415,154,-57,160,1066,-1170,2236,52
,1692,2017-09-02 16:54:10.66,3800,-4183,-14211,150,-31,147,943,-1170,2113,113
,1693,2017-09-02 16:54:10.67,3693,-4066,-14238,133,-4,135,986,-1169,2155,91
,1694,2017-09-02 16:54:10.68,3600,-4000,-14296,110,5,126,1101,-1156,2257,27
,1695,2017-09-02 16:54:10.69,3610,-3960,-14513,81,10,120,1162,-1156,2318,-3
,1696,2017-09-02 16:54:10.70,3605,-4171,-14683,50,14,117,1137,-1146,2283,4
,1697,2017-09-02 16:54:10.71,3592,-4264,-14897,24,5,121,1120,-1139,2259,9
,1698,2017-09-02 16:54:10.72,3640,-4167,-14914,4,-10,128,1090,-1122,2212,16
,1699,2017-09-02 16:54:10.73,3748,-4306,-14940,-9,-12,126,1117,-1136,2253,9
,1700,2017-09-02 16:54:10.74,3700,-4397,-15135,-11,-15,125,1054,-1139,2193,42
,1701,2017-09-02 16:54:10.75,3783,-4604,-15248,-6,-14,126,1078,-1152,2230,37
,1702,2017-09-02 16:54:10.76,3838,-4568,-15163,4,-5,123,1016,-1147,2163,65
,1703,2017-09-02 16:54:10.77,3873,-4640,-15166,16,6,119,1036,-1152,2188,58
,1704,2017-09-02 16:54:10.78,3903,-4468,-15006,28,13,111,948,-1150,2098,101
,1705,2017-09-02 16:54:10.79,3927,-4312,-14867,36,24,101,998,-1165,2163,83
,1706,2017-09-02 16:54:10.80,4036,-4179,-14762,38,45,87,949,-1163,2112,107
,1707,2017-09-02 16:54:10.81,4060,-4188,-14825,36,69,72,995,-1168,2163,86
,1708,2017-09-02 16:54:10.82,4023,-4389,-15103,32,91,53,947,-1159,2106,106
,1709,2017-09-02 16:54:10.83,4134,-4546,-15427,37,96,41,1004,-1163,2167,79
,1710,2017-09-02 16:54:10.84,4187,-4619,-15598,42,80,39,974,-1160,2134,93
,1711,2017-09-02 16:54:10.85,4106,-4700,-15785,41,70,35,1018,-1169,2187,75
,1712,2017-09-02 16:54:10.86,4203,-4753,-15864,36,56,35,1146,-1156,2302,5
,1713,2017-09-02 16:54:10.87,4195,-4817,-15916,39,47,37,1130,-1125,2255,-2
,1714,2017-09-02 16:54:10.88,4277,-4889,-15936,40,39,38,1060,-1062,2122,1
,1715,2017-09-02 16:54:10.89,4412,-4860,-16068,41,35,34,1042,-1060,2102,9
,1716,2017-09-02 16:54:10.90,4521,-4944,-16095,42,35,29,1071,-1045,2116,-13
,1717,2017-09-02 16:54:10.91,4524,-5050,-16099,43,39,28,898,-974,1872,38
,1718,2017-09-02 16:54:10.92,4442,-5037,-16120,51,42,22,780,-880,1660,50
,1719,2017-09-02 16:54:10.93,4635,-5040,-16107,62,42,24,971,-930,1901,-20
,1720,2017-09-02 16:54:10.94,4523,-5079,-16168,66,44,22,1123,-994,2117,-64
,1721,2017-09-02 16:54:10.95,4488,-5040,-16185,72,39,18,1146,-1056,2202,-45
,1722,2017-09-02 16:54:10.96,4595,-4945,-16153,79,32,17,994,-1111,2105,58
,1723,2017-09-02 16:54:10.97,4578,-4936,-15994,78,26,13,984,-1158,2142,87
,1724,2017-09-02 16:54:10.98,4643,-5169,-16038,80,25,10,1026,-1167,2193,70
,1725,2017-09-02 16:54:10.99,4541,-5336,-16284,84,17,6,1099,-1172,2271,36
,1726,2017-09-02 16:54:11.00,4416,-5347,-16329,88,-2,8,1148,-1147,2295,0
,1727,2017-09-02 16:54:11.01,4327,-5326,-16352,85,-25,13,1108,-1093,2201,-7
,1728,2017-09-02 16:54:11.02,4241,-5319,-16319,74,-54,24,923,-1078,2001,77
,1729,2017-09-02 16:54:11.03,4151,-5466,-16485,63,-82,36,926,-1105,2031,89
,1730,2017-09-02 16:54:11.04,4134,-5509,-16605,53,-112,54,1048,-1067,2115,9
,1731,2017-09-02 16:54:11.05,4003,-5355,-16412,43,-150,71,930,-984,1914,27
,1732,2017-09-02 16:54:11.06,4037,-5174,-16273,23,-180,87,786,-882,1668,48
,1733,2017-09-02 16:54:11.07,3835,-5040,-16083,6,-192,96,858,-902,1760,22
,1734,2017-09-02 16:54:11.08,3841,-5096,-16167,-1,-205,97,951,-960,1911,4
,1735,2017-09-02 16:54:11.09,3902,-5080,-16137,-7,-210,103,931,-972,1903,20
,1736,2017-09-02 16:54:11.10,3815,-5049,-16201,-4,-216,104,815,-901,1716,43
,1737,2017-09-02 16:54:11.11,3723,-4890,-15974,-15,-215,114,967,-969,1936,1
,1738,2017-09-02 16:54:11.12,3679,-4729,-15569,-35,-196,121,1074,-1069,2143,-2
,1739,2017-09-02 16:54:11.13,3716,-4933,-15514,-34,-201,124,1137,-1146,2283,4
,1740,2017-09-02 16:54:11.14,3610,-5016,-15618,-13,-212,133,1137,-1153,2290,8
,1741,2017-09-02 16:54:11.15,3646,-4891,-15526,2,-211,143,1134,-1151,2285,8
,1742,2017-09-02 16:54:11.16,3623,-4726,-15384,-5,-193,148,950,-1146,2096,98
,1743,2017-09-02 16:54:11.17,3690,-4890,-15330,-5,-175,152,939,-1148,2087,104
,1744,2017-09-02 16:54:11.18,3725,-5058,-15633,15,-176,158,1062,-1111,2173,24
,1745,2017-09-02 16:54:11.19,3647,-4988,-15690,33,-175,164,1158,-1115,2273,-21
,1746,2017-09-02 16:54:11.20,3687,-4869,-15660,25,-148,171,1074,-1124,2198,25
,1747,2017-09-02 16:54:11.21,3536,-5065,-15749,16,-121,174,1050,-1142,2192,46
,1748,2017-09-02 16:54:11.22,3437,-5160,-15439,13,-110,182,1044,-1139,2183,47
,1749,2017-09-02 16:54:11.23,3386,-5062,-15247,16,-92,192,1098,-1147,2245,24
,1750,2017-09-02 16:54:11.24,3428,-5341,-15464,21,-52,198,1068,-1139,2207,35
,1751,2017-09-02 16:54:11.25,3358,-5702,-15792,27,-15,202,908,-1098,2006,95
,1752,2017-09-02 16:54:11.26,3283,-5659,-15878,44,-2,214,653,-980,1633,163
,1753,2017-09-02 16:54:11.27,3137,-5394,-15486,53,5,226,658,-935,1593,138
,1754,2017-09-02 16:54:11.28,3286,-5232,-15248,56,19,235,713,-941,1654,114
,1755,2017-09-02 16:54:11.29,3149,-5137,-15256,53,27,237,958,-1011,1969,26
,1756,2017-09-02 16:54:11.30,3289,-5165,-15380,54,31,237,1105,-1101,2206,-2
,1757,2017-09-02 16:54:11.31,3366,-5080,-15458,61,24,230,1168,-1158,2326,-5
,1758,2017-09-02 16:54:11.32,3280,-5006,-15608,69,8,216,1076,-1166,2242,45
,1759,2017-09-02 16:54:11.33,3427,-4992,-15617,71,-1,206,1065,-1166,2231,50
,1760,2017-09-02 16:54:11.34,3322,-5030,-15731,67,0,188,956,-1156,2112,100
,1761,2017-09-02 16:54:11.35,3209,-4992,-15830,67,-21,176,974,-1162,2136,94
,1762,2017-09-02 16:54:11.36,3113,-4823,-15743,61,-46,160,1088,-1157,2245,34
,1763,2017-09-02 16:54:11.37,3196,-4458,-15383,44,-65,144,1162,-1154,2316,-4
,1764,2017-09-02 16:54:11.38,3113,-4433,-15193,15,-78,132,1160,-1147,2307,-6
,1765,2017-09-02 16:54:11.39,3027,-4490,-15177,-5,-96,115,1163,-1154,2317,-4
,1766,2017-09-02 16:54:11.40,3022,-4461,-15051,-16,-118,104,1054,-1132,2186,39
,1767,2017-09-02 16:54:11.41,2935,-4554,-14915,-19,-132,97,1051,-1141,2192,45
,1768,2017-09-02 16:54:11.42,2954,-4721,-14979,-7,-130,85,1052,-1143,2195,45
,1769,2017-09-02 16:54:11.43,2927,-5037,-15114,11,-133,78,914,-1096,2010,91
,1770,2017-09-02 16:54:11.44,3046,-5037,-15119,44,-136,74,754,-965,1719,105
,1771,2017-09-02 16:54:11.45,3225,-5029,-14971,74,-130,69,774,-940,1714,83
,1772,2017-09-02 16:54:11.46,3077,-5048,-15092,97,-120,57,769,-912,1681,71
,1773,2017-09-02 16:54:11.47,2955,-4906,-15149,116,-120,52,1064,-1020,2084,-22
,1774,2017-09-02 16:54:11.48,2867,-4657,-14989,120,-128,48,1059,-1127,2186,34
,1775,2017-09-02 16:54:11.49,2930,-4647,-14984,108,-126,45,1004,-1186,2190,91
,1776,2017-09-02 16:54:11.50,2897,-4913,-15411,96,-123,34,972,-1178,2150,103
,1777,2017-09-02 16:54:11.51,2842,-5280,-16049,87,-135,37,1017,-1169,2186,76
,1778,2017-09-02 16:54:11.52,2813,-5312,-16191,81,-151,43,1080,-1150,2230,35
,1779,2017-09-02 16:54:11.53,2790,-5380,-16270,62,-162,50,1145,-1158,2303,6
,1780,2017-09-02 16:54:11.54,2775,-5596,-16411,51,-160,57,1038,-1162,2200,62
,1781,2017-09-02 16:54:11.55,2830,-5589,-16286,45,-167,66,1009,-1165,2174,78
,1782,2017-09-02 16:54:11.56,2835,-5504,-15925,45,-175,83,1066,-1128,2194,31
,1783,2017-09-02 16:54:11.57,2802,-5299,-15661,49,-175,91,975,-1037,2012,31
,1784,2017-09-02 16:54:11.58,2856,-5087,-15473,44,-156,94,838,-915,1753,38
,1785,2017-09-02 16:54:11.59,2863,-4858,-15274,36,-137,99,847,-875,1722,14
,1786,2017-09-02 16:54:11.60,2841,-4929,-15267,22,-128,94,874,-869,1743,-2
,1787,2017-09-02 16:54:11.61,2839,-5184,-15551,17,-117,95,1050,-982,2032,-34
,1788,2017-09-02 16:54:11.62,2610,-5352,-16028,24,-120,102,933,-1046,1979,56
,1789,2017-09-02 16:54:11.63,2465,-5324,-16293,18,-124,116,949,-1124,2073,87
,1790,2017-09-02 16:54:11.64,2399,-5320,-16213,-4,-133,133,986,-1157,2143,85
,1791,2017-09-02 16:54:11.65,2374,-5387,-16247,-10,-155,146,1049,-1173,2222,62
,1792,2017-09-02 16:54:11.66,2316,-5352,-16320,-15,-177,163,1024,-1158,2182,67
,1793,2017-09-02 16:54:11.67,2258,-5320,-16409,-28,-180,171,1035,-1156,2191,60
,1794,2017-09-02 16:54:11.68,2259,-5438,-16308,-41,-173,175,1069,-1143,2212,37
,1795,2017-09-02 16:54:11.69,2207,-5488,-16230,-40,-169,174,1099,-1156,2255,28
,1796,2017-09-02 16:54:11.70,2288,-5477,-16068,-28,-159,167,1129,-1129,2258,0
,1797,2017-09-02 16:54:11.71,2342,-5547,-16012,-9,-139,156,1008,-1050,2058,21
,1798,2017-09-02 16:54:11.72,2322,-5596,-15962,18,-121,143,819,-979,1798,80
,1799,2017-09-02 16:54:11.73,2284,-5495,-15822,39,-109,136,921,-1054,1975,66
,1800,2017-09-02 16:54:11.74,2240,-5338,-15500,55,-91,126,1112,-1125,2237,6
,1801,2017-09-02 16:54:11.75,2280,-5441,-15553,69,-76,116,1018,-1091,2109,36
,1802,2017-09-02 16:54:11.76,2235,-5575,-15769,84,-60,109,784,-930,1714,73
,1803,2017-09-02 16:54:11.77,2250,-5467,-16001,90,-52,106,856,-893,1749,18
,1804,2017-09-02 16:54:11.78,2282,-5299,-15933,83,-57,107,960,-907,1867,-26
,1805,2017-09-02 16:54:11.79,2145,-5263,-15798,70,-63,108,1116,-1000,2116,-58
,1806,2017-09-02 16:54:11.80,2238,-5250,-15798,54,-67,109,1101,-1097,2198,-2
,1807,2017-09-02 16:54:11.81,2258,-5288,-15992,41,-71,113,1081,-1163,2244,41
,1808,2017-09-02 16:54:11.82,2151,-5351,-15951,28,-81,116,948,-1169,2117,110
,1809,2017-09-02 16:54:11.83,2159,-5326,-15934,22,-91,122,952,-1168,2120,108
,1810,2017-09-02 16:54:11.84,2254,-5288,-15810,10,-96,128,1118,-1158,2276,20
,1811,2017-09-02 16:54:11.85,2171,-5183,-15786,-3,-90,127,1206,-1159,2365,-23
,1812,2017-09-02 16:54:11.86,2155,-4984,-15465,-18,-81,130,1114,-1142,2256,14
,1813,2017-09-02 16:54:11.87,2351,-5007,-15357,-29,-73,124,1050,-1143,2193,46
,1814,2017-09-02 16:54:11.88,2332,-5232,-15625,-25,-54,114,931,-1133,2064,101
,1815,2017-09-02 16:54:11.89,2352,-5281,-15716,-26,-32,104,953,-1147,2100,97
,1816,2017-09-02 16:54:11.90,2391,-5168,-15608,-28,-10,96,980,-1148,2128,84
,1817,2017-09-02 16:54:11.91,2470,-5260,-15620,-17,5,84,929,-1120,2049,95
,1818,2017-09-02 16:54:11.92,2568,-5232,-15540,-10,18,75,885,-1027,1912,71
,1819,2017-09-02 16:54:11.93,2559,-5071,-15316,-4,43,67,862,-984,1846,61
,1820,2017-09-02 16:54:11.94,2648,-4953,-15247,-5,81,51,816,-943,1759,63
,1821,2017-09-02 16:54:11.95,2757,-5018,-15257,-5,116,38,888,-965,1853,38
,1822,2017-09-02 16:54:11.96,2842,-5059,-15322,0,141,26,709,-928,1637,109
,1823,2017-09-02 16:54:11.97,2887,-5210,-15464,15,158,16,876,-1022,1898,73
,1824,2017-09-02 16:54:11.98,2937,-5111,-15655,26,166,10,1037,-1115,2152,39
,1825,2017-09-02 16:54:11.99,2993,-5024,-15602,28,168,6,1096,-1173,2269,38
,1826,2017-09-02 16:54:12.00,2988,-5188,-15756,27,176,5,997,-1173,2170,88
,1827,2017-09-02 16:54:12.01,2964,-5132,-15846,29,166,7,960,-1160,2120,100
,1828,2017-09-02 16:54:12.02,2998,-5072,-15850,19,150,14,1028,-1129,2157,50
,1829,2017-09-02 16:54:12.03,2901,-5039,-15701,12,142,21,1118,-1127,2245,4
,1830,2017-09-02 16:54:12.04,3034,-5031,-15685,5,130,25,1127,-1113,2240,-7
,1831,2017-09-02 16:54:12.05,3004,-5033,-15557,-4,109,30,1128,-1126,2254,-1
,1832,2017-09-02 16:54:12.06,3069,-4770,-15434,-7,95,36,1069,-1118,2187,24
,1833,2017-09-02 16:54:12.07,3085,-4794,-15407,-15,91,38,1086,-1132,2218,23
,1834,2017-09-02 16:54:12.08,3174,-4956,-15561,-15,89,39,1140,-1129,2269,-5
,1835,2017-09-02 16:54:12.09,3114,-5026,-15579,-9,79,41,1011,-1059,2070,24
,1836,2017-09-02 16:54:12.10,3190,-5123,-15569,1,72,48,704,-967,1671,131
,1837,2017-09-02 16:54:12.11,3080,-5145,-15517,11,60,59,710,-994,1704,142
,1838,2017-09-02 16:54:12.12,3077,-5184,-15440,22,53,69,758,-1033,1791,137
,1839,2017-09-02 16:54:12.13,3115,-5274,-15565,40,45,77,996,-1111,2107,57
,1840,2017-09-02 16:54:12.14,3064,-5236,-15626,54,28,87,1069,-1162,2231,46
,1841,2017-09-02 16:54:12.15,3081,-5157,-15740,60,13,93,1044,-1185,2229,70
,1842,2017-09-02 16:54:12.16,3111,-5161,-15836,60,8,100,1025,-1169,2194,72
,1843,2017-09-02 16:54:12.17,3074,-5299,-16023,51,6,108,1044,-1153,2197,54
,1844,2017-09-02 16:54:12.18,3009,-5323,-16275,47,-7,109,1084,-1081,2165,-1
,1845,2017-09-02 16:54:12.19,2997,-5259,-16299,39,-29,117,1098,-1056,2154,-21
,1846,2017-09-02 16:54:12.20,2943,-5313,-16190,33,-40,121,1071,-1051,2122,-10
,1847,2017-09-02 16:54:12.21,2869,-5343,-16379,31,-48,120,1115,-1091,2206,-12
,1848,2017-09-02 16:54:12.22,2849,-5334,-16351,28,-58,125,1059,-1098,2157,19
,1849,2017-09-02 16:54:12.23,2796,-5313,-16327,34,-70,126,934,-1039,1973,52
,1850,2017-09-02 16:54:12.24,2775,-5147,-16118,39,-81,125,889,-935,1824,23
,1851,2017-09-02 16:54:12.25,2678,-5079,-15931,38,-85,125,901,-904,1805,1
,1852,2017-09-02 16:54:12.26,2655,-5115,-15824,36,-80,120,833,-893,1726,30
,1853,2017-09-02 16:54:12.27,2603,-5203,-15897,42,-79,118,944,-926,1870,-9
,1854,2017-09-02 16:54:12.28,2533,-5178,-15798,49,-81,117,971,-882,1853,-44
,1855,2017-09-02 16:54:12.29,2524,-5199,-15822,56,-81,113,935,-920,1855,-7
,1856,2017-09-02 16:54:12.30,2481,-5269,-15912,62,-80,113,699,-942,1641,121
,1857,2017-09-02 16:54:12.31,2341,-5211,-15797,59,-84,120,847,-1056,1903,104
,1858,2017-09-02 16:54:12.32,2292,-5055,-15739,51,-88,124,1023,-1141,2164,59
,1859,2017-09-02 16:54:12.33,2272,-4953,-15720,43,-94,130,1079,-1175,2254,48
,1860,2017-09-02 16:54:12.34,2235,-4914,-15688,31,-93,133,1037,-1148,2185,55
,1861,2017-09-02 16:54:12.35,2189,-4930,-15778,16,-95,136,1055,-1139,2194,42
,1862,2017-09-02 16:54:12.36,2306,-5054,-15876,6,-94,140,1075,-1139,2214,32
,1863,2017-09-02 16:54:12.37,2367,-5336,-15975,9,-79,141,1120,-1157,2277,18
,1864,2017-09-02 16:54:12.38,2548,-5507,-16076,26,-69,142,1136,-1131,2267,-2
,1865,2017-09-02 16:54:12.39,2615,-5551,-15936,42,-47,145,1158,-1133,2291,-12
,1866,2017-09-02 16:54:12.40,2559,-5533,-15818,65,-18,146,993,-1121,2114,64
,1867,2017-09-02 16:54:12.41,2523,-5548,-15770,82,7,149,941,-1142,2083,100
,1868,2017-09-02 16:54:12.42,2573,-5673,-15762,103,33,156,1073,-1143,2216,35
,1869,2017-09-02 16:54:12.43,2401,-5739,-15922,133,45,160,1180,-1146,2326,-17
,1870,2017-09-02 16:54:12.44,2423,-5623,-16020,156,48,168,1102,-1116,2218,7
,1871,2017-09-02 16:54:12.45,2438,-5361,-15900,158,41,175,1064,-1126,2190,31
,1872,2017-09-02 16:54:12.46,2351,-5257,-15977,153,35,173,1026,-1142,2168,58
,1873,2017-09-02 16:54:12.47,2377,-5437,-16171,147,29,169,1054,-1168,2222,57
,1874,2017-09-02 16:54:12.48,2345,-5315,-16335,139,8,164,997,-1164,2161,83
,1875,2017-09-02 16:54:12.49,2267,-5180,-16286,129,-6,149,985,-1167,2152,91
,1876,2017-09-02 16:54:12.50,2252,-5170,-16239,118,-22,131,974,-1147,2121,86
,1877,2017-09-02 16:54:12.51,2139,-5083,-16105,110,-43,112,999,-1161,2160,81
,1878,2017-09-02 16:54:12.52,2151,-4847,-15452,104,-59,73,982,-1162,2144,90
,1879,2017-09-02 16:54:12.53,2325,-4752,-15299,100,-60,52,981,-1180,2161,99
