// Data mode  : Full
// Data quality  : High
// Acceleration sensor's range  : 2g
// Gyroscope sensor's range  : 2000dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,101,2017-09-02 16:53:54.75,2733,3734,-16808,-220,146,1427,962,-981,1943,9
,102,2017-09-02 16:53:54.76,2614,3327,-16409,-210,130,1233,897,-896,1793,0
,103,2017-09-02 16:53:54.77,2670,2450,-16633,-194,128,1056,894,-886,1780,-4
,104,2017-09-02 16:53:54.78,2688,1705,-16753,-188,149,917,790,-890,1680,50
,105,2017-09-02 16:53:54.79,2769,902,-16752,-173,151,814,892,-955,1847,31
,106,2017-09-02 16:53:54.80,2804,391,-16843,-152,150,731,898,-1005,1903,53
,107,2017-09-02 16:53:54.81,2906,436,-16801,-133,148,662,1013,-1055,2068,21
,108,2017-09-02 16:53:54.82,2970,586,-16479,-139,151,598,1041,-1001,2042,-20
,109,2017-09-02 16:53:54.83,2901,330,-16113,-152,173,539,1079,-982,2061,-48
,110,2017-09-02 16:53:54.84,2953,-8,-15770,-164,195,490,970,-940,1910,-15
,111,2017-09-02 16:53:54.85,3129,-313,-15386,-164,217,458,1048,-992,2040,-28
,112,2017-09-02 16:53:54.86,3342,-360,-15219,-141,236,424,1128,-1091,2219,-18
,113,2017-09-02 16:53:54.87,3645,-281,-15501,-109,246,391,1088,-1185,2273,48
,114,2017-09-02 16:53:54.88,3773,-219,-15799,-79,252,355,1091,-1221,2312,65
,115,2017-09-02 16:53:54.89,3960,-173,-16073,-64,252,320,1050,-1229,2279,89
,116,2017-09-02 16:53:54.90,4020,-90,-16211,-56,243,283,1102,-1206,2308,52
,117,2017-09-02 16:53:54.91,4112,-90,-16205,-58,213,245,1110,-1179,2289,34
,118,2017-09-02 16:53:54.92,4285,-105,-16310,-69,191,213,1085,-1148,2233,31
,119,2017-09-02 16:53:54.93,4365,-210,-16471,-89,186,182,1004,-1162,2166,79
,120,2017-09-02 16:53:54.94,4430,-170,-16612,-121,185,166,916,-1070,1986,77
,121,2017-09-02 16:53:54.95,4441,-21,-16709,-158,183,160,1044,-1033,2077,-5
,122,2017-09-02 16:53:54.96,4530,116,-16985,-184,173,160,1186,-1094,2280,-46
,123,2017-09-02 16:53:54.97,4567,291,-17296,-209,172,155,1235,-1173,2408,-31
,124,2017-09-02 16:53:54.98,4613,540,-17236,-234,166,141,943,-1061,2004,59
,125,2017-09-02 16:53:54.99,4540,633,-17256,-247,157,118,884,-968,1852,42
,126,2017-09-02 16:53:55.00,4666,643,-17445,-250,157,96,908,-971,1879,31
,127,2017-09-02 16:53:55.01,4702,854,-17341,-244,151,72,1056,-1044,2100,-6
,128,2017-09-02 16:53:55.02,4763,791,-17054,-229,145,57,994,-984,1978,-5
,129,2017-09-02 16:53:55.03,4941,534,-16770,-204,150,50,1023,-939,1962,-42
,130,2017-09-02 16:53:55.04,4930,96,-16974,-159,162,50,1109,-1016,2125,-46
,131,2017-09-02 16:53:55.05,5026,-192,-17223,-108,169,57,1076,-1142,2218,33
,132,2017-09-02 16:53:55.06,5049,-392,-17825,-68,181,67,1118,-1201,2319,41
,133,2017-09-02 16:53:55.07,5086,-388,-18348,-61,190,69,1074,-1161,2235,43
,134,2017-09-02 16:53:55.08,4983,-132,-18396,-83,193,74,1013,-1100,2113,43
,135,2017-09-02 16:53:55.09,5053,480,-18175,-122,190,69,937,-1098,2035,80
,136,2017-09-02 16:53:55.10,5233,1046,-18019,-167,186,56,850,-1046,1896,98
,137,2017-09-02 16:53:55.11,5198,1137,-17760,-210,181,42,963,-1016,1979,26
,138,2017-09-02 16:53:55.12,5236,1151,-17728,-221,171,26,940,-915,1855,-12
,139,2017-09-02 16:53:55.13,5349,1325,-17732,-212,168,14,968,-894,1862,-37
,140,2017-09-02 16:53:55.14,5327,1517,-17820,-195,156,-4,960,-954,1914,-3
,141,2017-09-02 16:53:55.15,5287,1597,-18176,-189,143,-23,1047,-1036,2083,-5
,142,2017-09-02 16:53:55.16,5387,1788,-17967,-187,121,-38,943,-1004,1947,30
,143,2017-09-02 16:53:55.17,5346,1926,-17660,-185,100,-51,985,-1000,1985,7
,144,2017-09-02 16:53:55.18,5310,1897,-17262,-187,80,-59,1139,-1069,2208,-35
,145,2017-09-02 16:53:55.19,5225,1763,-17063,-180,57,-52,1149,-1115,2264,-17
,146,2017-09-02 16:53:55.20,4969,1704,-16952,-165,34,-38,902,-1074,1976,86
,147,2017-09-02 16:53:55.21,4821,1510,-16915,-147,0,-20,894,-1116,2010,111
,148,2017-09-02 16:53:55.22,4547,1435,-16801,-125,-32,1,1119,-1182,2301,31
,149,2017-09-02 16:53:55.23,4591,1214,-16696,-99,-72,19,1206,-1184,2390,-11
,150,2017-09-02 16:53:55.24,4436,928,-16719,-69,-99,39,884,-1020,1904,68
,151,2017-09-02 16:53:55.25,4294,915,-16573,-54,-113,61,867,-928,1795,30
,152,2017-09-02 16:53:55.26,4378,913,-15980,-44,-131,87,880,-861,1741,-9
,153,2017-09-02 16:53:55.27,4206,813,-15610,-30,-124,107,1002,-952,1954,-25
,154,2017-09-02 16:53:55.28,4322,783,-15237,-14,-110,123,1177,-1127,2304,-25
,155,2017-09-02 16:53:55.29,4397,973,-15014,6,-91,126,1189,-1242,2431,26
,156,2017-09-02 16:53:55.30,4480,1044,-14955,29,-64,121,1142,-1261,2403,59
,157,2017-09-02 16:53:55.31,4727,1024,-14812,37,-36,108,1025,-1248,2273,111
,158,2017-09-02 16:53:55.32,4876,843,-15095,46,5,85,1094,-1222,2316,64
,159,2017-09-02 16:53:55.33,4812,681,-15551,42,45,66,1191,-1218,2409,13
,160,2017-09-02 16:53:55.34,4818,552,-15981,27,69,53,1202,-1218,2420,8
,161,2017-09-02 16:53:55.35,4964,528,-16193,12,72,44,1113,-1230,2343,58
,162,2017-09-02 16:53:55.36,5040,704,-16290,-1,62,31,1151,-1233,2384,41
,163,2017-09-02 16:53:55.37,5123,884,-16195,-28,54,11,1217,-1233,2450,8
,164,2017-09-02 16:53:55.38,5445,1069,-15988,-61,61,-15,1201,-1239,2440,19
,165,2017-09-02 16:53:55.39,5625,1204,-15643,-82,64,-42,1100,-1252,2352,76
,166,2017-09-02 16:53:55.40,5758,1275,-15437,-89,71,-72,1100,-1224,2324,62
,167,2017-09-02 16:53:55.41,5952,1331,-15325,-94,87,-97,1097,-1216,2313,59
,168,2017-09-02 16:53:55.42,5927,1299,-15143,-86,110,-120,1154,-1229,2383,37
,169,2017-09-02 16:53:55.43,6015,1222,-15249,-72,126,-140,1160,-1256,2416,48
,170,2017-09-02 16:53:55.44,6053,1249,-15307,-61,137,-157,1158,-1253,2411,47
,171,2017-09-02 16:53:55.45,6045,1132,-15234,-44,144,-168,1056,-1258,2314,101
,172,2017-09-02 16:53:55.46,6157,980,-15274,-23,137,-168,1138,-1260,2398,61
,173,2017-09-02 16:53:55.47,6221,953,-15201,0,125,-162,1226,-1265,2491,19
,174,2017-09-02 16:53:55.48,6361,1069,-15413,18,110,-156,1196,-1230,2426,17
,175,2017-09-02 16:53:55.49,6244,1188,-15420,21,92,-154,1084,-1206,2290,61
,176,2017-09-02 16:53:55.50,6235,1242,-15464,16,76,-153,1122,-1216,2338,47
,177,2017-09-02 16:53:55.51,6179,1183,-15486,7,58,-150,1135,-1248,2383,56
,178,2017-09-02 16:53:55.52,6119,888,-15767,1,40,-136,1184,-1260,2444,38
,179,2017-09-02 16:53:55.53,6080,760,-16044,-3,21,-117,1134,-1257,2391,61
,180,2017-09-02 16:53:55.54,6159,642,-16278,-1,-6,-95,1152,-1232,2384,40
,181,2017-09-02 16:53:55.55,6088,405,-16541,2,-31,-76,1134,-1168,2302,17
,182,2017-09-02 16:53:55.56,5994,342,-16755,7,-52,-60,1022,-1111,2133,44
,183,2017-09-02 16:53:55.57,6018,427,-16752,11,-73,-54,1047,-1160,2207,56
,184,2017-09-02 16:53:55.58,5930,344,-16858,7,-82,-54,904,-1123,2027,109
,185,2017-09-02 16:53:55.59,5999,84,-16992,3,-82,-42,872,-1060,1932,94
,186,2017-09-02 16:53:55.60,5954,-165,-16886,9,-82,-21,720,-966,1686,123
,187,2017-09-02 16:53:55.61,5995,-280,-16897,27,-88,1,919,-1024,1943,52
,188,2017-09-02 16:53:55.62,6126,-428,-16888,44,-83,26,1208,-1165,2373,-21
,189,2017-09-02 16:53:55.63,6152,-585,-17225,58,-65,45,1169,-1263,2432,47
,190,2017-09-02 16:53:55.64,6124,-551,-17418,56,-55,66,1103,-1218,2321,57
,191,2017-09-02 16:53:55.65,5959,-506,-17613,42,-48,81,1086,-1111,2197,12
,192,2017-09-02 16:53:55.66,5811,-432,-17787,9,-44,98,915,-970,1885,27
,193,2017-09-02 16:53:55.67,5571,-458,-17926,-33,-31,121,1026,-984,2010,-21
,194,2017-09-02 16:53:55.68,5262,-346,-17731,-71,-42,155,1178,-1094,2272,-42
,195,2017-09-02 16:53:55.69,5082,-305,-17459,-99,-70,193,1128,-1164,2292,18
,196,2017-09-02 16:53:55.70,5057,-308,-17214,-113,-108,236,1016,-1140,2156,62
,197,2017-09-02 16:53:55.71,5199,-30,-16850,-117,-140,270,1069,-1106,2175,18
,198,2017-09-02 16:53:55.72,5395,118,-16686,-129,-144,296,1178,-1120,2298,-29
,199,2017-09-02 16:53:55.73,5490,-109,-16608,-165,-121,329,1230,-1179,2409,-25
,200,2017-09-02 16:53:55.74,5729,-495,-16710,-208,-72,371,1181,-1212,2393,15
,201,2017-09-02 16:53:55.75,5766,-861,-16738,-241,-34,435,1020,-1173,2193,76
,202,2017-09-02 16:53:55.76,5831,-890,-16846,-268,-9,503,844,-1058,1902,107
,203,2017-09-02 16:53:55.77,5421,-621,-17169,-300,-4,575,958,-1023,1981,32
,204,2017-09-02 16:53:55.78,5185,-407,-17577,-343,-27,640,968,-991,1959,11
,205,2017-09-02 16:53:55.79,4878,-18,-17757,-383,-85,689,1035,-996,2031,-19
,206,2017-09-02 16:53:55.80,4546,565,-17687,-418,-152,720,952,-986,1938,17
,207,2017-09-02 16:53:55.81,4417,989,-17867,-458,-202,731,1007,-1006,2013,0
,208,2017-09-02 16:53:55.82,4444,1184,-17822,-498,-213,725,922,-977,1899,27
,209,2017-09-02 16:53:55.83,4681,1324,-17577,-512,-205,708,881,-1021,1902,70
,210,2017-09-02 16:53:55.84,4659,1538,-17342,-511,-169,685,1070,-1126,2196,28
,211,2017-09-02 16:53:55.85,4691,1671,-17139,-501,-108,657,1131,-1202,2333,35
,212,2017-09-02 16:53:55.86,4972,1839,-16845,-471,-68,629,1132,-1179,2311,23
,213,2017-09-02 16:53:55.87,5141,2104,-16589,-428,-47,594,1084,-1103,2187,9
,214,2017-09-02 16:53:55.88,5460,2136,-16410,-388,-27,563,933,-1056,1989,61
,215,2017-09-02 16:53:55.89,5613,2279,-16168,-359,-13,521,942,-1110,2052,84
,216,2017-09-02 16:53:55.90,5808,2440,-16015,-330,1,480,1114,-1195,2309,40
,217,2017-09-02 16:53:55.91,5990,2702,-15892,-305,11,434,1164,-1247,2411,41
,218,2017-09-02 16:53:55.92,6080,2900,-15812,-282,26,377,1178,-1246,2424,34
,219,2017-09-02 16:53:55.93,6059,2949,-15846,-272,40,313,1115,-1234,2349,59
,220,2017-09-02 16:53:55.94,6083,2968,-15718,-260,35,253,1141,-1222,2363,40
,221,2017-09-02 16:53:55.95,6056,2911,-15566,-237,9,207,1000,-1161,2161,80
,222,2017-09-02 16:53:55.96,6028,2857,-15324,-223,-10,168,825,-977,1802,76
,223,2017-09-02 16:53:55.97,5887,2566,-15068,-216,-37,125,960,-926,1886,-17
,224,2017-09-02 16:53:55.98,5856,2378,-15085,-205,-43,119,1060,-979,2039,-40
,225,2017-09-02 16:53:55.99,5638,2277,-15017,-200,-43,121,1077,-1020,2097,-28
,226,2017-09-02 16:53:56.00,5604,2272,-14959,-196,-34,123,1114,-1082,2196,-16
,227,2017-09-02 16:53:56.01,5410,2211,-15110,-195,-20,128,1065,-1184,2249,59
,228,2017-09-02 16:53:56.02,5316,2203,-15251,-190,-9,132,941,-1114,2055,86
,229,2017-09-02 16:53:56.03,5407,2344,-15327,-182,6,132,986,-1025,2011,19
,230,2017-09-02 16:53:56.04,5387,2451,-15473,-173,19,125,877,-977,1854,50
,231,2017-09-02 16:53:56.05,5495,2492,-15674,-155,29,109,1003,-1044,2047,20
,232,2017-09-02 16:53:56.06,5448,2557,-15922,-126,41,87,908,-1052,1960,72
,233,2017-09-02 16:53:56.07,5499,2816,-15991,-82,41,62,968,-1063,2031,47
,234,2017-09-02 16:53:56.08,5453,2630,-16073,-41,40,24,936,-1008,1944,36
,235,2017-09-02 16:53:56.09,5437,2545,-16147,9,37,-11,1055,-1024,2079,-15
,236,2017-09-02 16:53:56.10,5492,2492,-16251,71,32,-51,1209,-1128,2337,-40
,237,2017-09-02 16:53:56.11,5556,2418,-16237,124,22,-95,1195,-1212,2407,8
,238,2017-09-02 16:53:56.12,5413,2255,-16231,166,18,-139,1166,-1248,2414,41
,239,2017-09-02 16:53:56.13,5401,1880,-16132,204,7,-175,1111,-1249,2360,69
,240,2017-09-02 16:53:56.14,5338,1518,-16006,243,1,-195,1144,-1236,2380,46
,241,2017-09-02 16:53:56.15,5244,1336,-15902,273,-6,-212,1132,-1235,2367,51
,242,2017-09-02 16:53:56.16,5416,985,-15794,293,-2,-222,1173,-1233,2406,30
,243,2017-09-02 16:53:56.17,5340,530,-15741,315,7,-226,1075,-1233,2308,79
,244,2017-09-02 16:53:56.18,5477,234,-15696,323,19,-219,810,-1141,1951,165
,245,2017-09-02 16:53:56.19,5381,-20,-15636,339,32,-208,796,-1116,1912,160
,246,2017-09-02 16:53:56.20,5493,-291,-15694,353,40,-190,1118,-1172,2290,27
,247,2017-09-02 16:53:56.21,5468,-380,-15718,363,39,-174,1273,-1203,2476,-35
,248,2017-09-02 16:53:56.22,5524,-376,-15898,365,35,-160,1032,-1087,2119,27
,249,2017-09-02 16:53:56.23,5425,-510,-15952,354,34,-149,925,-1005,1930,40
,250,2017-09-02 16:53:56.24,5422,-645,-16024,334,38,-140,871,-936,1807,32
,251,2017-09-02 16:53:56.25,5198,-971,-16274,312,47,-132,938,-935,1873,-1
,252,2017-09-02 16:53:56.26,5156,-905,-16517,292,48,-116,997,-967,1964,-15
,253,2017-09-02 16:53:56.27,4998,-913,-16726,256,37,-97,1040,-998,2038,-21
,254,2017-09-02 16:53:56.28,5025,-1090,-16498,230,30,-78,826,-952,1778,63
,255,2017-09-02 16:53:56.29,5136,-1243,-16545,222,29,-62,921,-967,1888,23
,256,2017-09-02 16:53:56.30,5051,-1186,-16599,209,34,-47,1060,-1004,2064,-28
,257,2017-09-02 16:53:56.31,5127,-1174,-16453,207,44,-41,1002,-1081,2083,39
,258,2017-09-02 16:53:56.32,5155,-1127,-16316,205,61,-44,1106,-1182,2288,38
,259,2017-09-02 16:53:56.33,5246,-1117,-16233,196,81,-49,1092,-1239,2331,73
,260,2017-09-02 16:53:56.34,5303,-1253,-16273,181,99,-47,1152,-1256,2408,52
,261,2017-09-02 16:53:56.35,5324,-1350,-16342,164,107,-35,1194,-1253,2447,29
,262,2017-09-02 16:53:56.36,5331,-1579,-16404,143,111,-9,1200,-1237,2437,18
,263,2017-09-02 16:53:56.37,5342,-1804,-16477,118,107,31,1092,-1228,2320,68
,264,2017-09-02 16:53:56.38,5285,-1818,-16412,95,105,84,1110,-1216,2326,53
,265,2017-09-02 16:53:56.39,5359,-1803,-16330,74,102,131,1032,-1216,2248,92
,266,2017-09-02 16:53:56.40,5360,-1751,-16158,44,108,180,1110,-1230,2340,60
,267,2017-09-02 16:53:56.41,5417,-2028,-16015,5,130,239,1068,-1245,2313,88
,268,2017-09-02 16:53:56.42,5462,-2181,-15852,-24,161,304,1139,-1250,2389,55
,269,2017-09-02 16:53:56.43,5538,-2007,-15878,-38,193,363,1146,-1246,2392,50
,270,2017-09-02 16:53:56.44,5721,-1758,-15918,-46,213,410,1187,-1240,2427,26
,271,2017-09-02 16:53:56.45,5754,-1501,-15914,-50,233,432,1211,-1236,2447,12
,272,2017-09-02 16:53:56.46,5910,-1156,-15956,-51,245,433,1221,-1240,2461,9
,273,2017-09-02 16:53:56.47,5955,-1037,-16059,-48,243,424,1170,-1248,2418,39
,274,2017-09-02 16:53:56.48,6012,-1027,-16113,-45,232,405,1177,-1251,2428,37
,275,2017-09-02 16:53:56.49,5983,-790,-16101,-37,205,387,1109,-1246,2355,68
,276,2017-09-02 16:53:56.50,6078,-688,-16119,-30,185,355,1134,-1249,2383,57
,277,2017-09-02 16:53:56.51,6121,-494,-16028,-35,163,318,1060,-1261,2321,100
,278,2017-09-02 16:53:56.52,6099,-402,-15982,-43,147,275,1125,-1267,2392,71
,279,2017-09-02 16:53:56.53,6067,-390,-15889,-47,136,225,1062,-1264,2326,101
,280,2017-09-02 16:53:56.54,6051,-581,-16008,-58,127,180,1130,-1267,2397,68
,281,2017-09-02 16:53:56.55,6021,-675,-16019,-70,115,146,1110,-1271,2381,80
,282,2017-09-02 16:53:56.56,5994,-677,-15955,-67,99,118,1098,-1238,2336,70
,283,2017-09-02 16:53:56.57,6100,-729,-15866,-63,90,96,1143,-1199,2342,28
,284,2017-09-02 16:53:56.58,6139,-753,-15741,-54,79,71,1141,-1157,2298,8
,285,2017-09-02 16:53:56.59,6122,-767,-15623,-44,79,41,1124,-1130,2254,3
,286,2017-09-02 16:53:56.60,5999,-920,-15785,-36,91,12,848,-1060,1908,106
,287,2017-09-02 16:53:56.61,5901,-1133,-15987,-32,98,-5,872,-1013,1885,70
,288,2017-09-02 16:53:56.62,5928,-1324,-16047,-24,90,-13,792,-960,1752,84
,289,2017-09-02 16:53:56.63,5959,-1379,-15917,-19,75,-9,962,-1002,1964,20
,290,2017-09-02 16:53:56.64,5871,-1339,-15943,-17,61,0,1239,-1142,2381,-48
,291,2017-09-02 16:53:56.65,5927,-1252,-15880,-20,46,8,1170,-1244,2414,37
