// Data mode  : Full
// Data quality  : High
// Acceleration sensor's range  : 2g
// Gyroscope sensor's range  : 2000dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,24,2017-09-02 17:34:13.59,3605,-4209,-14939,165,40,-44,1104,1097,7,-1100
,25,2017-09-02 17:34:13.60,3633,-4310,-15187,166,83,-56,1094,1080,14,-1087
,26,2017-09-02 17:34:13.61,3557,-4398,-15818,171,95,-64,1082,1044,38,-1063
,27,2017-09-02 17:34:13.62,3585,-4359,-15802,175,87,-68,1073,1039,34,-1056
,28,2017-09-02 17:34:13.63,3682,-4368,-15563,173,81,-69,1069,1043,26,-1056
,29,2017-09-02 17:34:13.64,3848,-4244,-15385,166,88,-81,653,573,80,-613
,30,2017-09-02 17:34:13.65,4021,-4295,-15240,160,100,-91,698,533,165,-615
,31,2017-09-02 17:34:13.66,3993,-4270,-15346,156,124,-104,717,486,231,-601
,32,2017-09-02 17:34:13.67,4209,-4333,-15296,150,132,-111,863,636,227,-749
,33,2017-09-02 17:34:13.68,4214,-4447,-15339,146,151,-117,821,616,205,-718
,34,2017-09-02 17:34:13.69,4188,-4502,-15396,140,167,-126,865,732,133,-798
,35,2017-09-02 17:34:13.70,4275,-4566,-15536,132,173,-129,775,640,135,-707
,36,2017-09-02 17:34:13.71,4310,-4479,-15640,116,178,-130,827,711,116,-769
,37,2017-09-02 17:34:13.72,4336,-4481,-15765,91,195,-130,939,886,53,-912
,38,2017-09-02 17:34:13.73,4553,-4522,-15601,67,202,-132,1079,1058,21,-1068
,39,2017-09-02 17:34:13.74,4690,-4512,-15382,52,223,-132,1140,1135,5,-1137
,40,2017-09-02 17:34:13.75,4705,-4622,-15496,37,254,-136,1111,1096,15,-1103
,41,2017-09-02 17:34:13.76,4867,-4799,-15439,36,277,-128,676,541,135,-608
,42,2017-09-02 17:34:13.77,4887,-4827,-15329,44,301,-124,643,460,183,-551
,43,2017-09-02 17:34:13.78,5183,-4817,-15055,56,312,-113,682,398,284,-540
,44,2017-09-02 17:34:13.79,5176,-4781,-14901,62,332,-102,860,621,239,-740
,45,2017-09-02 17:34:13.80,5391,-4804,-14657,71,345,-91,832,620,212,-726
,46,2017-09-02 17:34:13.81,5511,-4768,-14719,83,363,-81,866,701,165,-783
,47,2017-09-02 17:34:13.82,5610,-4708,-14729,92,378,-79,1030,972,58,-1001
,48,2017-09-02 17:34:13.83,5617,-4624,-15006,96,375,-82,1074,1090,-16,-1082
,49,2017-09-02 17:34:13.84,5710,-4734,-14939,92,371,-80,738,659,79,-698
,50,2017-09-02 17:34:13.85,5762,-4726,-15088,96,354,-78,736,565,171,-650
,51,2017-09-02 17:34:13.86,5829,-4777,-15108,91,335,-79,902,710,192,-806
,52,2017-09-02 17:34:13.87,5801,-4670,-15110,91,290,-78,1004,866,138,-935
,53,2017-09-02 17:34:13.88,6077,-4631,-15027,94,238,-80,686,468,218,-577
,54,2017-09-02 17:34:13.89,6065,-4764,-15054,96,189,-85,733,514,219,-623
,55,2017-09-02 17:34:13.90,6287,-4887,-14998,86,174,-89,1052,970,82,-1011
,56,2017-09-02 17:34:13.91,6134,-4934,-15118,77,152,-98,1203,1235,-32,-1219
,57,2017-09-02 17:34:13.92,6293,-5094,-15197,67,150,-101,1156,1185,-29,-1170
,58,2017-09-02 17:34:13.93,6024,-5218,-15527,63,126,-103,1028,1033,-5,-1030
,59,2017-09-02 17:34:13.94,6189,-5305,-15618,63,98,-101,652,587,65,-619
,60,2017-09-02 17:34:13.95,6051,-5395,-15809,67,53,-99,701,577,124,-639
,61,2017-09-02 17:34:13.96,6078,-5519,-15959,70,16,-90,724,571,153,-647
,62,2017-09-02 17:34:13.97,5937,-5577,-16193,69,-19,-84,862,735,127,-798
,63,2017-09-02 17:34:13.98,5847,-5666,-16243,60,-67,-69,759,586,173,-672
,64,2017-09-02 17:34:13.99,5711,-5742,-16204,49,-103,-56,807,598,209,-702
,65,2017-09-02 17:34:14.00,5708,-5744,-16004,34,-134,-41,877,761,116,-819
,66,2017-09-02 17:34:14.01,5512,-5681,-15969,19,-157,-23,938,910,28,-924
,67,2017-09-02 17:34:14.02,5436,-5672,-15954,12,-188,-9,825,780,45,-802
,68,2017-09-02 17:34:14.03,5159,-5674,-15973,4,-195,4,892,820,72,-856
,69,2017-09-02 17:34:14.04,5153,-5584,-15934,-3,-216,13,830,725,105,-777
,70,2017-09-02 17:34:14.05,5214,-5466,-16015,-17,-204,15,856,761,95,-808
,71,2017-09-02 17:34:14.06,4982,-5411,-16062,-35,-197,12,900,851,49,-875
,72,2017-09-02 17:34:14.07,5105,-5291,-16085,-54,-181,6,1006,961,45,-983
,73,2017-09-02 17:34:14.08,4761,-5308,-16250,-60,-197,4,1089,1047,42,-1068
,74,2017-09-02 17:34:14.09,4655,-5333,-16312,-58,-215,3,1108,1074,34,-1091
,75,2017-09-02 17:34:14.10,4461,-5367,-16064,-51,-253,6,796,622,174,-709
,76,2017-09-02 17:34:14.11,4267,-5361,-15857,-44,-253,11,753,529,224,-641
,77,2017-09-02 17:34:14.12,4361,-5331,-15605,-32,-270,17,826,548,278,-687
,78,2017-09-02 17:34:14.13,4186,-5307,-15409,-21,-254,17,961,733,228,-847
,79,2017-09-02 17:34:14.14,4137,-5254,-15239,-3,-258,19,923,814,109,-868
,80,2017-09-02 17:34:14.15,4018,-5182,-15265,7,-223,14,933,898,35,-915
,81,2017-09-02 17:34:14.16,4046,-5348,-15335,15,-214,15,862,817,45,-839
,82,2017-09-02 17:34:14.17,3755,-5331,-15601,26,-187,12,928,877,51,-902
,83,2017-09-02 17:34:14.18,3960,-5379,-15679,37,-194,18,852,769,83,-810
,84,2017-09-02 17:34:14.19,3761,-5366,-15826,41,-178,20,874,803,71,-838
,85,2017-09-02 17:34:14.20,3792,-5333,-15945,44,-186,29,835,770,65,-802
,86,2017-09-02 17:34:14.21,3548,-5283,-15929,40,-176,32,934,857,77,-895
,87,2017-09-02 17:34:14.22,3533,-5320,-15701,32,-187,39,1085,1022,63,-1053
,88,2017-09-02 17:34:14.23,3569,-5337,-15460,25,-174,45,1132,1109,23,-1120
,89,2017-09-02 17:34:14.24,3531,-5310,-15319,15,-162,52,1099,1076,23,-1087
,90,2017-09-02 17:34:14.25,3576,-5241,-15269,7,-143,54,1030,984,46,-1007
,91,2017-09-02 17:34:14.26,3596,-5162,-15236,-5,-123,56,711,516,195,-613
,92,2017-09-02 17:34:14.27,3572,-5085,-15430,-20,-108,51,780,475,305,-627
,93,2017-09-02 17:34:14.28,3568,-5029,-15534,-34,-96,55,1028,771,257,-899
,94,2017-09-02 17:34:14.29,3685,-4937,-15603,-47,-101,51,1149,1086,63,-1117
,95,2017-09-02 17:34:14.30,3644,-4921,-15702,-60,-101,46,1074,1119,-45,-1096
,96,2017-09-02 17:34:14.31,3720,-4743,-15772,-71,-116,42,1028,1051,-23,-1039
,97,2017-09-02 17:34:14.32,3747,-4636,-15868,-85,-122,30,945,860,85,-902
,98,2017-09-02 17:34:14.33,3795,-4531,-16002,-99,-133,23,918,813,105,-865
,99,2017-09-02 17:34:14.34,3758,-4575,-15911,-110,-148,14,780,597,183,-688
,100,2017-09-02 17:34:14.35,3791,-4577,-15868,-119,-153,7,843,628,215,-735
,101,2017-09-02 17:34:14.36,3803,-4559,-15755,-123,-143,-1,773,606,167,-689
,102,2017-09-02 17:34:14.37,3824,-4629,-15813,-126,-126,-7,897,798,99,-847
,103,2017-09-02 17:34:14.38,3841,-4662,-15820,-116,-116,-8,1104,1092,12,-1098
,104,2017-09-02 17:34:14.39,3795,-4764,-15884,-102,-100,-10,1177,1200,-23,-1188
,105,2017-09-02 17:34:14.40,3918,-4579,-15761,-87,-87,-8,1077,1072,5,-1074
,106,2017-09-02 17:34:14.41,3914,-4381,-15461,-83,-60,-10,980,955,25,-967
,107,2017-09-02 17:34:14.42,3863,-4331,-15382,-81,-35,-12,887,842,45,-864
,108,2017-09-02 17:34:14.43,3953,-4223,-15380,-71,-15,-18,939,888,51,-913
,109,2017-09-02 17:34:14.44,4052,-4134,-15305,-62,-1,-21,875,768,107,-821
,110,2017-09-02 17:34:14.45,3911,-4139,-15293,-56,10,-26,936,806,130,-871
,111,2017-09-02 17:34:14.46,4032,-4149,-15317,-46,23,-30,833,707,126,-770
,112,2017-09-02 17:34:14.47,3956,-4254,-15407,-34,29,-34,859,773,86,-816
,113,2017-09-02 17:34:14.48,4062,-4380,-15482,-12,34,-38,802,737,65,-769
,114,2017-09-02 17:34:14.49,4035,-4461,-15562,20,33,-37,851,747,104,-799
,115,2017-09-02 17:34:14.50,4031,-4547,-15632,49,43,-37,823,730,93,-776
,116,2017-09-02 17:34:14.51,4181,-4560,-15628,80,50,-41,928,869,59,-898
,117,2017-09-02 17:34:14.52,4031,-4399,-15531,103,59,-46,838,749,89,-793
,118,2017-09-02 17:34:14.53,4208,-4359,-15463,113,67,-53,826,730,96,-778
,119,2017-09-02 17:34:14.54,4149,-4323,-15383,122,80,-62,867,795,72,-831
,120,2017-09-02 17:34:14.55,4235,-4302,-15435,123,100,-74,1009,964,45,-986
,121,2017-09-02 17:34:14.56,4288,-4396,-15519,128,110,-89,1136,1092,44,-1114
,122,2017-09-02 17:34:14.57,4193,-4464,-15577,131,115,-98,1124,1100,24,-1112
,123,2017-09-02 17:34:14.58,4383,-4594,-15468,140,105,-106,1004,998,6,-1001
,124,2017-09-02 17:34:14.59,4458,-4700,-15561,149,99,-109,898,880,18,-889
,125,2017-09-02 17:34:14.60,4632,-4693,-15719,144,114,-115,733,677,56,-705
,126,2017-09-02 17:34:14.61,4512,-4698,-15767,141,107,-120,837,760,77,-798
,127,2017-09-02 17:34:14.62,4756,-4686,-15852,133,89,-120,883,794,89,-838
,128,2017-09-02 17:34:14.63,4778,-4719,-15880,116,83,-115,917,846,71,-881
,129,2017-09-02 17:34:14.64,4771,-4816,-15874,95,91,-111,905,873,32,-889
,130,2017-09-02 17:34:14.65,4692,-4939,-15865,81,83,-104,964,930,34,-947
,131,2017-09-02 17:34:14.66,4751,-4967,-15821,77,53,-90,772,596,176,-684
,132,2017-09-02 17:34:14.67,4764,-5112,-15801,76,36,-81,750,540,210,-645
,133,2017-09-02 17:34:14.68,4846,-5219,-15991,77,31,-67,841,718,123,-779
,134,2017-09-02 17:34:14.69,4780,-5221,-16045,82,16,-55,952,904,48,-928
,135,2017-09-02 17:34:14.70,4798,-5102,-16116,88,5,-51,1064,1054,10,-1059
,136,2017-09-02 17:34:14.71,4847,-4968,-16070,86,-10,-46,1122,1104,18,-1113
,137,2017-09-02 17:34:14.72,4632,-4937,-16050,72,-8,-46,1092,1050,42,-1071
,138,2017-09-02 17:34:14.73,4630,-4938,-16119,61,-18,-45,1038,989,49,-1013
,139,2017-09-02 17:34:14.74,4560,-4990,-15969,53,-38,-38,997,934,63,-965
,140,2017-09-02 17:34:14.75,4510,-5036,-15753,44,-48,-33,1029,986,43,-1007
,141,2017-09-02 17:34:14.76,4464,-4972,-15631,45,-57,-26,1045,1021,24,-1033
,142,2017-09-02 17:34:14.77,4445,-5076,-15571,53,-73,-24,1081,1044,37,-1062
,143,2017-09-02 17:34:14.78,4363,-5118,-15557,62,-79,-24,1044,1024,20,-1034
,144,2017-09-02 17:34:14.79,4328,-5189,-15468,69,-60,-17,1000,992,8,-996
,145,2017-09-02 17:34:14.80,4196,-5152,-15551,72,-51,-15,801,743,58,-772
,146,2017-09-02 17:34:14.81,4310,-4985,-15468,71,-45,-14,852,737,115,-794
,147,2017-09-02 17:34:14.82,4253,-4853,-15419,54,-40,-12,862,595,267,-728
,148,2017-09-02 17:34:14.83,4296,-4790,-15425,25,-17,-13,889,620,269,-754
,149,2017-09-02 17:34:14.84,4403,-4706,-15287,-4,5,-17,882,761,121,-821
,150,2017-09-02 17:34:14.85,4524,-4689,-15198,-32,12,-21,940,924,16,-932
,151,2017-09-02 17:34:14.86,4535,-4626,-14954,-56,22,-25,826,771,55,-798
,152,2017-09-02 17:34:14.87,4606,-4527,-14904,-70,30,-30,871,754,117,-812
,153,2017-09-02 17:34:14.88,4742,-4530,-15014,-75,44,-33,1069,985,84,-1027
,154,2017-09-02 17:34:14.89,4933,-4525,-14838,-78,59,-31,1144,1134,10,-1139
,155,2017-09-02 17:34:14.90,5072,-4611,-15079,-81,74,-29,1109,1130,-21,-1119
,156,2017-09-02 17:34:14.91,5010,-4606,-15293,-78,79,-30,1084,1076,8,-1080
,157,2017-09-02 17:34:14.92,5187,-4542,-15492,-69,59,-24,1060,971,89,-1015
,158,2017-09-02 17:34:14.93,5254,-4529,-15442,-79,89,-18,1054,949,105,-1001
,159,2017-09-02 17:34:14.94,5112,-4416,-15443,-84,78,-17,1065,966,99,-1015
,160,2017-09-02 17:34:14.95,5256,-4188,-15402,-82,51,-16,1105,1058,47,-1081
,161,2017-09-02 17:34:14.96,5303,-4070,-15424,-90,39,-21,1115,1115,0,-1115
,162,2017-09-02 17:34:14.97,5317,-4014,-15568,-110,47,-28,1127,1132,-5,-1129
,163,2017-09-02 17:34:14.98,5249,-4117,-15527,-138,68,-34,1096,1093,3,-1094
,164,2017-09-02 17:34:14.99,5173,-4179,-15369,-158,83,-37,1082,1075,7,-1078
,165,2017-09-02 17:34:15.00,5253,-4163,-15100,-168,89,-41,1015,989,26,-1002
,166,2017-09-02 17:34:15.01,5270,-4127,-15005,-162,82,-45,956,912,44,-934
,167,2017-09-02 17:34:15.02,5387,-4076,-14896,-150,86,-52,788,731,57,-759
,168,2017-09-02 17:34:15.03,5356,-3986,-14789,-132,85,-58,772,709,63,-740
,169,2017-09-02 17:34:15.04,5737,-3829,-14837,-124,101,-67,933,870,63,-901
,170,2017-09-02 17:34:15.05,5685,-3908,-14889,-130,154,-82,1107,1049,58,-1078
,171,2017-09-02 17:34:15.06,5696,-4039,-14826,-124,166,-90,1136,1092,44,-1114
,172,2017-09-02 17:34:15.07,5922,-4146,-15002,-87,155,-94,1104,1091,13,-1097
,173,2017-09-02 17:34:15.08,5725,-4268,-15264,-56,165,-102,1003,1000,3,-1001
,174,2017-09-02 17:34:15.09,5892,-4122,-15542,-21,123,-101,1001,983,18,-992
,175,2017-09-02 17:34:15.10,5811,-4116,-15650,-4,125,-101,1097,1072,25,-1084
,176,2017-09-02 17:34:15.11,5973,-4024,-15697,12,76,-96,1140,1114,26,-1127
,177,2017-09-02 17:34:15.12,6204,-3961,-16157,-9,145,-100,1106,1096,10,-1101
,178,2017-09-02 17:34:15.13,5907,-3951,-16069,-61,185,-94,1055,1055,0,-1055
,179,2017-09-02 17:34:15.14,6006,-3966,-15861,-78,128,-89,1021,987,34,-1004
,180,2017-09-02 17:34:15.15,6155,-3986,-15702,-66,94,-83,1052,1000,52,-1026
,181,2017-09-02 17:34:15.16,6125,-4013,-15733,-61,77,-82,860,735,125,-797
,182,2017-09-02 17:34:15.17,6172,-3934,-15409,-58,53,-78,819,647,172,-733
,183,2017-09-02 17:34:15.18,6148,-4018,-15251,-27,22,-78,889,790,99,-839
,184,2017-09-02 17:34:15.19,6153,-4087,-15367,-2,27,-79,983,966,17,-974
,185,2017-09-02 17:34:15.20,6108,-4179,-15523,14,46,-76,852,839,13,-845
,186,2017-09-02 17:34:15.21,6079,-4388,-15550,40,19,-65,873,807,66,-840
,187,2017-09-02 17:34:15.22,5838,-4470,-15649,80,-12,-46,1074,1018,56,-1046
,188,2017-09-02 17:34:15.23,5833,-4363,-15649,122,-25,1,1145,1134,11,-1139
,189,2017-09-02 17:34:15.24,5755,-4423,-15802,143,-54,23,1114,1092,22,-1103
,190,2017-09-02 17:34:15.25,5789,-4421,-15773,157,-58,42,1043,1016,27,-1029
,191,2017-09-02 17:34:15.26,5649,-4496,-15672,155,-32,58,1026,1005,21,-1015
,192,2017-09-02 17:34:15.27,5579,-4498,-15773,143,-5,71,1078,1051,27,-1064
,193,2017-09-02 17:34:15.28,5386,-4435,-15660,133,14,79,1078,1044,34,-1061
,194,2017-09-02 17:34:15.29,5626,-4268,-15381,135,-8,92,1050,1027,23,-1038
,195,2017-09-02 17:34:15.30,5689,-4078,-15347,122,9,94,1023,1014,9,-1018
,196,2017-09-02 17:34:15.31,5605,-3932,-15325,103,9,86,1044,1027,17,-1035
,197,2017-09-02 17:34:15.32,5778,-3685,-15401,85,0,78,1000,935,65,-967
,198,2017-09-02 17:34:15.33,5610,-3628,-15421,50,22,60,957,896,61,-926
,199,2017-09-02 17:34:15.34,5563,-3821,-15573,23,4,45,864,778,86,-821
,200,2017-09-02 17:34:15.35,5500,-3828,-15493,9,-18,40,902,798,104,-850
,201,2017-09-02 17:34:15.36,5466,-3959,-15303,-1,-35,39,959,881,78,-920
,202,2017-09-02 17:34:15.37,5700,-4033,-15220,2,-56,34,988,958,30,-973
,203,2017-09-02 17:34:15.38,5640,-3891,-15229,4,-40,26,1024,988,36,-1006
,204,2017-09-02 17:34:15.39,5676,-3802,-15131,2,-50,17,1061,1018,43,-1039
,205,2017-09-02 17:34:15.40,5736,-3772,-15114,-1,-47,6,1090,1056,34,-1073
,206,2017-09-02 17:34:15.41,5603,-3688,-15520,5,-66,-10,1078,1054,24,-1066
,207,2017-09-02 17:34:15.42,5619,-3688,-15591,-4,-76,-18,926,891,35,-908
,208,2017-09-02 17:34:15.43,5583,-3931,-15676,-12,-87,-26,857,794,63,-825
,209,2017-09-02 17:34:15.44,5758,-4020,-15610,-10,-94,-28,953,904,49,-928
,210,2017-09-02 17:34:15.45,5713,-4117,-15632,4,-108,-29,1066,1040,26,-1053
,211,2017-09-02 17:34:15.46,5737,-4215,-15644,16,-108,-26,1045,1012,33,-1028
,212,2017-09-02 17:34:15.47,5868,-4373,-15730,26,-98,-21,974,938,36,-956
,213,2017-09-02 17:34:15.48,5619,-4525,-15866,37,-67,-17,728,676,52,-702
,214,2017-09-02 17:34:15.49,5535,-4572,-16008,55,-77,-4,767,671,96,-719
,215,2017-09-02 17:34:15.50,5555,-4500,-15959,69,-67,12,878,771,107,-824
,216,2017-09-02 17:34:15.51,5467,-4576,-15867,85,-74,28,955,820,135,-887
,217,2017-09-02 17:34:15.52,5297,-4589,-15785,98,-78,42,936,809,127,-872
,218,2017-09-02 17:34:15.53,5329,-4490,-15826,107,-83,56,921,853,68,-887
,219,2017-09-02 17:34:15.54,5257,-4532,-15637,108,-82,69,824,760,64,-792
,220,2017-09-02 17:34:15.55,5238,-4667,-15450,115,-77,80,863,755,108,-809
,221,2017-09-02 17:34:15.56,5242,-4716,-15524,127,-70,94,1049,968,81,-1008
,222,2017-09-02 17:34:15.57,5157,-4779,-15551,143,-63,102,1127,1102,25,-1114
,223,2017-09-02 17:34:15.58,5076,-4779,-15680,160,-56,111,1091,1068,23,-1079
,224,2017-09-02 17:34:15.59,5065,-4632,-15569,167,-44,117,999,976,23,-987
,225,2017-09-02 17:34:15.60,5005,-4515,-15437,157,-22,119,860,828,32,-844
,226,2017-09-02 17:34:15.61,5001,-4372,-15448,145,-2,117,877,766,111,-821
,227,2017-09-02 17:34:15.62,5054,-4411,-15427,128,8,111,855,721,134,-788
,228,2017-09-02 17:34:15.63,5149,-4409,-15451,123,18,101,933,777,156,-855
,229,2017-09-02 17:34:15.64,5216,-4362,-15538,117,27,88,1068,987,81,-1027
,230,2017-09-02 17:34:15.65,5293,-4445,-15603,116,34,73,1083,1086,-3,-1084
,231,2017-09-02 17:34:15.66,5416,-4713,-15943,125,16,58,914,912,2,-913
,232,2017-09-02 17:34:15.67,5438,-4662,-16242,133,17,47,856,791,65,-823
,233,2017-09-02 17:34:15.68,5213,-4804,-16360,132,1,43,806,653,153,-729
,234,2017-09-02 17:34:15.69,5164,-4645,-16325,126,-37,40,860,701,159,-780
,235,2017-09-02 17:34:15.70,5086,-4597,-16275,109,-90,38,952,878,74,-915
,236,2017-09-02 17:34:15.71,5055,-4688,-16142,77,-128,38,977,975,2,-976
,237,2017-09-02 17:34:15.72,4945,-4757,-15907,40,-163,39,903,895,8,-899
,238,2017-09-02 17:34:15.73,4930,-4741,-15713,-6,-179,43,947,904,43,-925
,239,2017-09-02 17:34:15.74,4950,-4872,-15371,-51,-195,49,1069,1033,36,-1051
,240,2017-09-02 17:34:15.75,4917,-4995,-15010,-80,-186,50,1116,1096,20,-1106
,241,2017-09-02 17:34:15.76,4948,-4978,-15071,-102,-171,51,1096,1089,7,-1092
,242,2017-09-02 17:34:15.77,4814,-5102,-14999,-117,-156,54,1012,1018,-6,-1015
,243,2017-09-02 17:34:15.78,4912,-5112,-14982,-122,-141,59,736,666,70,-701
,244,2017-09-02 17:34:15.79,4950,-4941,-14953,-123,-120,65,677,566,111,-621
,245,2017-09-02 17:34:15.80,4981,-4782,-14995,-123,-103,66,866,782,84,-824
,246,2017-09-02 17:34:15.81,4932,-4645,-15111,-120,-87,69,1048,1004,44,-1026
,247,2017-09-02 17:34:15.82,4989,-4675,-15087,-111,-81,73,825,599,226,-712
,248,2017-09-02 17:34:15.83,4932,-4512,-15360,-96,-72,76,731,450,281,-590
,249,2017-09-02 17:34:15.84,4679,-4300,-15004,-92,-45,82,830,665,165,-747
,250,2017-09-02 17:34:15.85,4952,-4442,-15301,-89,-19,72,958,909,49,-933
,251,2017-09-02 17:34:15.86,5073,-4468,-15331,-72,6,74,905,847,58,-876
,252,2017-09-02 17:34:15.87,4986,-4373,-15570,-23,6,67,959,874,85,-916
,253,2017-09-02 17:34:15.88,4883,-4291,-15870,8,32,61,1067,1020,47,-1043
,254,2017-09-02 17:34:15.89,4900,-4115,-16003,20,41,52,1086,1073,13,-1079
,255,2017-09-02 17:34:15.90,4935,-4063,-15958,32,33,43,1071,1070,1,-1070
,256,2017-09-02 17:34:15.91,4902,-3957,-15883,32,52,34,1093,1081,12,-1087
,257,2017-09-02 17:34:15.92,4880,-3807,-15790,27,33,25,1112,1104,8,-1108
,258,2017-09-02 17:34:15.93,4889,-3582,-15786,10,25,16,1090,1086,4,-1088
,259,2017-09-02 17:34:15.94,4926,-3587,-15404,-20,38,11,942,909,33,-925
,260,2017-09-02 17:34:15.95,4853,-3831,-15087,-38,53,-2,908,826,82,-867
,261,2017-09-02 17:34:15.96,4860,-4003,-14952,-28,54,-5,831,729,102,-780
,262,2017-09-02 17:34:15.97,5032,-4155,-14991,-8,74,-4,886,801,85,-843
,263,2017-09-02 17:34:15.98,5200,-4278,-15077,10,99,-2,944,869,75,-906
,264,2017-09-02 17:34:15.99,4992,-4392,-15357,40,104,2,979,895,84,-937
,265,2017-09-02 17:34:16.00,5086,-4375,-15697,64,113,8,1002,940,62,-971
,266,2017-09-02 17:34:16.01,5081,-4302,-15750,75,129,8,1012,985,27,-998
,267,2017-09-02 17:34:16.02,5148,-4332,-15646,97,86,14,937,874,63,-905
,268,2017-09-02 17:34:16.03,5018,-4272,-15602,115,60,15,928,828,100,-878
,269,2017-09-02 17:34:16.04,5264,-4153,-15555,105,90,4,924,831,93,-877
,270,2017-09-02 17:34:16.05,5294,-4278,-15403,80,148,-9,930,839,91,-884
,271,2017-09-02 17:34:16.06,5295,-4408,-15291,74,131,-14,1064,976,88,-1020
,272,2017-09-02 17:34:16.07,5409,-4461,-15181,77,131,-19,1141,1105,36,-1123
,273,2017-09-02 17:34:16.08,5440,-4592,-15186,75,162,-20,1121,1102,19,-1111
,274,2017-09-02 17:34:16.09,5643,-4771,-15342,77,191,-21,1064,1046,18,-1055
,275,2017-09-02 17:34:16.10,5516,-4873,-15569,91,199,-19,1008,953,55,-980
,276,2017-09-02 17:34:16.11,5575,-4972,-15626,104,186,-13,1029,968,61,-998
,277,2017-09-02 17:34:16.12,5778,-4863,-15542,113,187,-3,908,848,60,-878
,278,2017-09-02 17:34:16.13,5867,-4831,-15665,120,184,2,882,816,66,-849
,279,2017-09-02 17:34:16.14,5763,-4823,-15785,117,183,6,934,891,43,-912
,280,2017-09-02 17:34:16.15,5803,-4726,-15636,106,185,11,998,955,43,-976
,281,2017-09-02 17:34:16.16,5949,-4718,-15439,93,178,13,862,764,98,-813
,282,2017-09-02 17:34:16.17,6035,-4763,-15509,80,171,11,859,727,132,-793
,283,2017-09-02 17:34:16.18,6073,-4831,-15444,74,170,10,949,833,116,-891
,284,2017-09-02 17:34:16.19,6145,-4943,-15456,75,174,10,990,913,77,-951
,285,2017-09-02 17:34:16.20,6064,-5010,-15365,74,186,5,880,803,77,-841
,286,2017-09-02 17:34:16.21,6030,-4925,-15380,66,185,1,871,745,126,-808
,287,2017-09-02 17:34:16.22,6155,-4970,-15127,50,188,-2,1036,940,96,-988
,288,2017-09-02 17:34:16.23,6178,-4934,-15045,30,199,-18,1124,1070,54,-1097
,289,2017-09-02 17:34:16.24,6265,-4941,-14928,0,201,-35,1118,1088,30,-1103
,290,2017-09-02 17:34:16.25,6309,-4717,-14839,-39,215,-67,1094,1064,30,-1079
,291,2017-09-02 17:34:16.26,6243,-4646,-14912,-110,218,-107,1052,1019,33,-1035
,292,2017-09-02 17:34:16.27,6074,-4100,-15401,-199,217,-165,1014,995,19,-1004
,293,2017-09-02 17:34:16.28,6105,-3844,-15993,-350,170,-214,888,814,74,-851
,294,2017-09-02 17:34:16.29,5974,-3754,-15939,-497,113,-264,903,766,137,-834
